Participant,Experimental_Group,recruitment_platform,Effects_Perception
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,3.333333333
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,3.666666667
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4
107,Disclosed,SONA,4.333333333
107,Disclosed,SONA,4
107,Disclosed,SONA,3.333333333
107,Disclosed,SONA,4
107,Disclosed,SONA,4
108,Disclosed,SONA,4.666666667
108,Disclosed,SONA,4.333333333
108,Disclosed,SONA,4
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,4.666666667
108,Disclosed,SONA,5
108,Disclosed,SONA,4.333333333
108,Disclosed,SONA,5
108,Disclosed,SONA,4
108,Disclosed,SONA,4.333333333
108,Disclosed,SONA,4.333333333
108,Disclosed,SONA,5
108,Disclosed,SONA,4
108,Disclosed,SONA,4.666666667
108,Disclosed,SONA,4
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,4
108,Disclosed,SONA,4.666666667
108,Disclosed,SONA,5
108,Disclosed,SONA,5
108,Disclosed,SONA,4.333333333
108,Disclosed,SONA,5
108,Disclosed,SONA,4
108,Disclosed,SONA,5
108,Disclosed,SONA,4
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,4.333333333
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
109,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.333333333
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,4.666666667
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,5
110,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,4.333333333
111,Not Disclosed,SONA,3.666666667
111,Not Disclosed,SONA,3.666666667
111,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.333333333
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,3.333333333
111,Not Disclosed,SONA,4
111,Not Disclosed,SONA,3.666666667
111,Not Disclosed,SONA,3.333333333
111,Not Disclosed,SONA,3.666666667
111,Not Disclosed,SONA,4.333333333
111,Not Disclosed,SONA,3
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.333333333
111,Not Disclosed,SONA,4
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.333333333
111,Not Disclosed,SONA,3.666666667
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4
111,Not Disclosed,SONA,4.666666667
111,Not Disclosed,SONA,3
111,Not Disclosed,SONA,5
111,Not Disclosed,SONA,4.333333333
112,Disclosed,SONA,5
112,Disclosed,SONA,4.666666667
112,Disclosed,SONA,4.666666667
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,2.333333333
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,4.666666667
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,4.666666667
112,Disclosed,SONA,5
112,Disclosed,SONA,5
112,Disclosed,SONA,4.333333333
112,Disclosed,SONA,4.666666667
112,Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4
113,Not Disclosed,SONA,4
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,4.333333333
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,4.666666667
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,3.666666667
113,Not Disclosed,SONA,5
113,Not Disclosed,SONA,4.666666667
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,5
114,Disclosed,SONA,5
114,Disclosed,SONA,5
114,Disclosed,SONA,5
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,5
114,Disclosed,SONA,4
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,3.666666667
114,Disclosed,SONA,4.333333333
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,3
114,Disclosed,SONA,4
114,Disclosed,SONA,4
114,Disclosed,SONA,4
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4.666666667
114,Disclosed,SONA,4
114,Disclosed,SONA,4
114,Disclosed,SONA,4
115,Not Disclosed,SONA,3.666666667
115,Not Disclosed,SONA,2.666666667
115,Not Disclosed,SONA,2.333333333
115,Not Disclosed,SONA,4
115,Not Disclosed,SONA,2.666666667
115,Not Disclosed,SONA,4
115,Not Disclosed,SONA,3.666666667
115,Not Disclosed,SONA,3.333333333
115,Not Disclosed,SONA,2.333333333
115,Not Disclosed,SONA,2.333333333
115,Not Disclosed,SONA,3
115,Not Disclosed,SONA,4.333333333
115,Not Disclosed,SONA,3
115,Not Disclosed,SONA,4.666666667
115,Not Disclosed,SONA,3.666666667
115,Not Disclosed,SONA,3.333333333
115,Not Disclosed,SONA,2.333333333
115,Not Disclosed,SONA,2
115,Not Disclosed,SONA,4.666666667
115,Not Disclosed,SONA,3.333333333
115,Not Disclosed,SONA,4.333333333
115,Not Disclosed,SONA,2.333333333
115,Not Disclosed,SONA,1.333333333
115,Not Disclosed,SONA,3.666666667
115,Not Disclosed,SONA,3.333333333
115,Not Disclosed,SONA,2
115,Not Disclosed,SONA,3.666666667
115,Not Disclosed,SONA,3
115,Not Disclosed,SONA,1.666666667
115,Not Disclosed,SONA,1.333333333
116,Disclosed,SONA,5
116,Disclosed,SONA,3
116,Disclosed,SONA,3.333333333
116,Disclosed,SONA,5
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,4
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,5
116,Disclosed,SONA,5
116,Disclosed,SONA,3.666666667
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,3.333333333
116,Disclosed,SONA,3
116,Disclosed,SONA,4
116,Disclosed,SONA,4
116,Disclosed,SONA,4
116,Disclosed,SONA,4
116,Disclosed,SONA,2.666666667
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,5
116,Disclosed,SONA,2
116,Disclosed,SONA,4.333333333
116,Disclosed,SONA,2.666666667
116,Disclosed,SONA,4.333333333
116,Disclosed,SONA,3.333333333
116,Disclosed,SONA,4.333333333
116,Disclosed,SONA,4.333333333
116,Disclosed,SONA,4.666666667
116,Disclosed,SONA,3.666666667
117,Not Disclosed,SONA,2
117,Not Disclosed,SONA,3.333333333
117,Not Disclosed,SONA,3
117,Not Disclosed,SONA,3.666666667
117,Not Disclosed,SONA,4
117,Not Disclosed,SONA,3.666666667
117,Not Disclosed,SONA,4.333333333
117,Not Disclosed,SONA,4.666666667
117,Not Disclosed,SONA,4.666666667
117,Not Disclosed,SONA,3.666666667
117,Not Disclosed,SONA,3.333333333
117,Not Disclosed,SONA,2.333333333
117,Not Disclosed,SONA,3
117,Not Disclosed,SONA,3
117,Not Disclosed,SONA,3
117,Not Disclosed,SONA,1.333333333
117,Not Disclosed,SONA,4
117,Not Disclosed,SONA,3.333333333
117,Not Disclosed,SONA,4.333333333
117,Not Disclosed,SONA,3
117,Not Disclosed,SONA,3.666666667
117,Not Disclosed,SONA,4
117,Not Disclosed,SONA,4.666666667
117,Not Disclosed,SONA,2.333333333
117,Not Disclosed,SONA,5
117,Not Disclosed,SONA,5
117,Not Disclosed,SONA,3.333333333
117,Not Disclosed,SONA,2
117,Not Disclosed,SONA,5
117,Not Disclosed,SONA,3
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,3.666666667
118,Disclosed,SONA,3.666666667
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,5
118,Disclosed,SONA,5
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,5
118,Disclosed,SONA,3.666666667
118,Disclosed,SONA,4
118,Disclosed,SONA,4
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,4
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,3.666666667
118,Disclosed,SONA,5
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,4
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,3.666666667
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,5
118,Disclosed,SONA,4.666666667
118,Disclosed,SONA,4.333333333
118,Disclosed,SONA,2.666666667
118,Disclosed,SONA,5
118,Disclosed,SONA,3.666666667
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,3.333333333
119,Not Disclosed,SONA,3.666666667
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,3.333333333
119,Not Disclosed,SONA,4
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,4.666666667
119,Not Disclosed,SONA,2.333333333
119,Not Disclosed,SONA,4.666666667
119,Not Disclosed,SONA,3.333333333
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,4.666666667
119,Not Disclosed,SONA,4.666666667
119,Not Disclosed,SONA,3.333333333
119,Not Disclosed,SONA,4.666666667
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,5
119,Not Disclosed,SONA,3
119,Not Disclosed,SONA,3.666666667
119,Not Disclosed,SONA,3.666666667
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,3.666666667
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,3.666666667
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,3.666666667
120,Not Disclosed,SONA,4.666666667
120,Not Disclosed,SONA,2.666666667
120,Not Disclosed,SONA,3.333333333
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,3.333333333
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,4.666666667
120,Not Disclosed,SONA,3.333333333
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,3.666666667
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4.333333333
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,4
120,Not Disclosed,SONA,5
120,Not Disclosed,SONA,3.666666667
121,Disclosed,SONA,4
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,4
121,Disclosed,SONA,5
121,Disclosed,SONA,4
121,Disclosed,SONA,4.333333333
121,Disclosed,SONA,4.666666667
121,Disclosed,SONA,3.666666667
121,Disclosed,SONA,4.333333333
121,Disclosed,SONA,3
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,2.666666667
121,Disclosed,SONA,3
121,Disclosed,SONA,4
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,2.333333333
121,Disclosed,SONA,3.666666667
121,Disclosed,SONA,2.666666667
121,Disclosed,SONA,4.333333333
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,3
121,Disclosed,SONA,4.333333333
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,3
121,Disclosed,SONA,3.333333333
121,Disclosed,SONA,5
121,Disclosed,SONA,5
121,Disclosed,SONA,1.666666667
121,Disclosed,SONA,4.666666667
121,Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,4.333333333
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,3
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,3.333333333
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,3
122,Not Disclosed,SONA,4
122,Not Disclosed,SONA,4.333333333
122,Not Disclosed,SONA,4.333333333
122,Not Disclosed,SONA,3.333333333
122,Not Disclosed,SONA,4.333333333
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,3
122,Not Disclosed,SONA,3.333333333
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,3
122,Not Disclosed,SONA,3.666666667
122,Not Disclosed,SONA,4
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,4.666666667
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,4.666666667
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,5
123,Not Disclosed,SONA,4.666666667
124,Disclosed,SONA,4.333333333
124,Disclosed,SONA,4.333333333
124,Disclosed,SONA,4
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,3.666666667
124,Disclosed,SONA,4.333333333
124,Disclosed,SONA,4.666666667
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,5
124,Disclosed,SONA,4.666666667
124,Disclosed,SONA,5
124,Disclosed,SONA,5
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.333333333
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,5
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,3.666666667
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4
125,Not Disclosed,SONA,4.333333333
125,Not Disclosed,SONA,4.666666667
125,Not Disclosed,SONA,4.333333333
125,Not Disclosed,SONA,3.666666667
125,Not Disclosed,SONA,3.666666667
125,Not Disclosed,SONA,4.666666667
126,Disclosed,SONA,4.666666667
126,Disclosed,SONA,4
126,Disclosed,SONA,2.333333333
126,Disclosed,SONA,4
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,3.666666667
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,2.666666667
126,Disclosed,SONA,4
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,3.666666667
126,Disclosed,SONA,4
126,Disclosed,SONA,3.666666667
126,Disclosed,SONA,4
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4
126,Disclosed,SONA,4
126,Disclosed,SONA,3.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,3.333333333
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,3
126,Disclosed,SONA,4.333333333
126,Disclosed,SONA,4.333333333
127,Disclosed,SONA,2
127,Disclosed,SONA,1.666666667
127,Disclosed,SONA,3
127,Disclosed,SONA,4
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,5
127,Disclosed,SONA,5
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,5
127,Disclosed,SONA,1.333333333
127,Disclosed,SONA,4
127,Disclosed,SONA,1.333333333
127,Disclosed,SONA,1.333333333
127,Disclosed,SONA,2
127,Disclosed,SONA,1.333333333
127,Disclosed,SONA,1.666666667
127,Disclosed,SONA,4.666666667
127,Disclosed,SONA,2.333333333
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,3.666666667
127,Disclosed,SONA,3.333333333
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,5
127,Disclosed,SONA,5
127,Disclosed,SONA,3.333333333
127,Disclosed,SONA,4.333333333
127,Disclosed,SONA,3.666666667
127,Disclosed,SONA,4
127,Disclosed,SONA,1
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,4.666666667
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,4.666666667
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,4.666666667
128,Not Disclosed,SONA,5
128,Not Disclosed,SONA,5
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,2.666666667
129,Disclosed,SONA,4
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,4.333333333
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,4
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3
129,Disclosed,SONA,4
129,Disclosed,SONA,4.333333333
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,4
129,Disclosed,SONA,3.333333333
129,Disclosed,SONA,4
129,Disclosed,SONA,3
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,4
129,Disclosed,SONA,4
129,Disclosed,SONA,4
129,Disclosed,SONA,4
129,Disclosed,SONA,3.666666667
129,Disclosed,SONA,4
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,3.666666667
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.333333333
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,4.333333333
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,3.333333333
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,4.333333333
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.333333333
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,3.333333333
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,3.333333333
130,Not Disclosed,SONA,3.666666667
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,5
130,Not Disclosed,SONA,4.666666667
130,Not Disclosed,SONA,4.666666667
131,Disclosed,SONA,4.666666667
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,3.333333333
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,4
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,4
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,3.666666667
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4.666666667
131,Disclosed,SONA,4
131,Disclosed,SONA,3.666666667
131,Disclosed,SONA,4
131,Disclosed,SONA,3.666666667
131,Disclosed,SONA,3.666666667
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,4.333333333
131,Disclosed,SONA,4
131,Disclosed,SONA,4
131,Disclosed,SONA,3.666666667
131,Disclosed,SONA,5
131,Disclosed,SONA,3.333333333
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,4.666666667
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,4.333333333
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,4.333333333
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,4.666666667
132,Not Disclosed,SONA,5
132,Not Disclosed,SONA,5
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,5
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,5
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,5
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.666666667
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4.333333333
133,Disclosed,SONA,4
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
134,Not Disclosed,SONA,5
