"Participant","Experimental_Group","recruitment_platform","Messages","Effects_Perception","AI_or_Hum"
71,"Disclosed","SONA","AI10_EP",4,"AI"
71,"Disclosed","SONA","AI11_EP",4.33333333333333,"AI"
71,"Disclosed","SONA","AI12_EP",1.33333333333333,"AI"
71,"Disclosed","SONA","AI13_EP",3.66666666666667,"AI"
71,"Disclosed","SONA","AI14_EP",3,"AI"
71,"Disclosed","SONA","AI15_EP",4,"AI"
71,"Disclosed","SONA","Human1_EP",2,"Human"
71,"Disclosed","SONA","Human2_EP",3,"Human"
71,"Disclosed","SONA","Human3_EP",2,"Human"
71,"Disclosed","SONA","Human4_EP",4.33333333333333,"Human"
71,"Disclosed","SONA","Human5_EP",4,"Human"
71,"Disclosed","SONA","Human6_EP",4,"Human"
71,"Disclosed","SONA","Human7_EP",1.66666666666667,"Human"
71,"Disclosed","SONA","Human8_EP",4,"Human"
71,"Disclosed","SONA","Human9_EP",4.33333333333333,"Human"
71,"Disclosed","SONA","Human10_EP",2.66666666666667,"Human"
71,"Disclosed","SONA","Human11_EP",2.33333333333333,"Human"
71,"Disclosed","SONA","Human12_EP",4,"Human"
71,"Disclosed","SONA","Human13_EP",3,"Human"
71,"Disclosed","SONA","Human14_EP",2.66666666666667,"Human"
71,"Disclosed","SONA","Human15_EP",3,"Human"
72,"Not Disclosed","SONA","AI1_EP",5,"AI"
72,"Not Disclosed","SONA","AI2_EP",5,"AI"
72,"Not Disclosed","SONA","AI3_EP",5,"AI"
72,"Not Disclosed","SONA","AI4_EP",5,"AI"
72,"Not Disclosed","SONA","AI5_EP",5,"AI"
72,"Not Disclosed","SONA","AI6_EP",5,"AI"
72,"Not Disclosed","SONA","AI7_EP",5,"AI"
72,"Not Disclosed","SONA","AI8_EP",5,"AI"
72,"Not Disclosed","SONA","AI9_EP",5,"AI"
72,"Not Disclosed","SONA","AI10_EP",5,"AI"
72,"Not Disclosed","SONA","AI11_EP",5,"AI"
72,"Not Disclosed","SONA","AI12_EP",5,"AI"
72,"Not Disclosed","SONA","AI13_EP",5,"AI"
72,"Not Disclosed","SONA","AI14_EP",5,"AI"
72,"Not Disclosed","SONA","AI15_EP",5,"AI"
72,"Not Disclosed","SONA","Human1_EP",5,"Human"
72,"Not Disclosed","SONA","Human2_EP",5,"Human"
72,"Not Disclosed","SONA","Human3_EP",5,"Human"
72,"Not Disclosed","SONA","Human4_EP",5,"Human"
72,"Not Disclosed","SONA","Human5_EP",5,"Human"
72,"Not Disclosed","SONA","Human6_EP",5,"Human"
72,"Not Disclosed","SONA","Human7_EP",4.33333333333333,"Human"
72,"Not Disclosed","SONA","Human8_EP",5,"Human"
72,"Not Disclosed","SONA","Human9_EP",5,"Human"
72,"Not Disclosed","SONA","Human10_EP",4.33333333333333,"Human"
72,"Not Disclosed","SONA","Human11_EP",5,"Human"
72,"Not Disclosed","SONA","Human12_EP",5,"Human"
72,"Not Disclosed","SONA","Human13_EP",5,"Human"
72,"Not Disclosed","SONA","Human14_EP",4.33333333333333,"Human"
72,"Not Disclosed","SONA","Human15_EP",5,"Human"
73,"Disclosed","SONA","AI1_EP",4,"AI"
73,"Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
73,"Disclosed","SONA","AI3_EP",4.33333333333333,"AI"
73,"Disclosed","SONA","AI4_EP",4.33333333333333,"AI"
73,"Disclosed","SONA","AI5_EP",4,"AI"
73,"Disclosed","SONA","AI6_EP",4.33333333333333,"AI"
73,"Disclosed","SONA","AI7_EP",4,"AI"
73,"Disclosed","SONA","AI8_EP",4,"AI"
73,"Disclosed","SONA","AI9_EP",4.33333333333333,"AI"
73,"Disclosed","SONA","AI10_EP",3.66666666666667,"AI"
73,"Disclosed","SONA","AI11_EP",4.66666666666667,"AI"
73,"Disclosed","SONA","AI12_EP",3,"AI"
73,"Disclosed","SONA","AI13_EP",3.66666666666667,"AI"
73,"Disclosed","SONA","AI14_EP",4.33333333333333,"AI"
73,"Disclosed","SONA","AI15_EP",4,"AI"
73,"Disclosed","SONA","Human1_EP",4.33333333333333,"Human"
73,"Disclosed","SONA","Human2_EP",4,"Human"
73,"Disclosed","SONA","Human3_EP",2.66666666666667,"Human"
73,"Disclosed","SONA","Human4_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human5_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human6_EP",3.33333333333333,"Human"
73,"Disclosed","SONA","Human7_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human8_EP",4.33333333333333,"Human"
73,"Disclosed","SONA","Human9_EP",4,"Human"
73,"Disclosed","SONA","Human10_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human11_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human12_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human13_EP",3.66666666666667,"Human"
73,"Disclosed","SONA","Human14_EP",4.66666666666667,"Human"
73,"Disclosed","SONA","Human15_EP",3,"Human"
74,"Not Disclosed","SONA","AI1_EP",2.33333333333333,"AI"
74,"Not Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
74,"Not Disclosed","SONA","AI3_EP",2.33333333333333,"AI"
74,"Not Disclosed","SONA","AI4_EP",5,"AI"
74,"Not Disclosed","SONA","AI5_EP",3.66666666666667,"AI"
74,"Not Disclosed","SONA","AI6_EP",3.66666666666667,"AI"
74,"Not Disclosed","SONA","AI7_EP",3.33333333333333,"AI"
74,"Not Disclosed","SONA","AI8_EP",3.66666666666667,"AI"
74,"Not Disclosed","SONA","AI9_EP",5,"AI"
74,"Not Disclosed","SONA","AI10_EP",4,"AI"
74,"Not Disclosed","SONA","AI11_EP",3.33333333333333,"AI"
74,"Not Disclosed","SONA","AI12_EP",2,"AI"
74,"Not Disclosed","SONA","AI13_EP",3,"AI"
74,"Not Disclosed","SONA","AI14_EP",2.66666666666667,"AI"
74,"Not Disclosed","SONA","AI15_EP",3.33333333333333,"AI"
74,"Not Disclosed","SONA","Human1_EP",2.66666666666667,"Human"
74,"Not Disclosed","SONA","Human2_EP",3,"Human"
74,"Not Disclosed","SONA","Human3_EP",3.33333333333333,"Human"
74,"Not Disclosed","SONA","Human4_EP",3.66666666666667,"Human"
74,"Not Disclosed","SONA","Human5_EP",2.66666666666667,"Human"
74,"Not Disclosed","SONA","Human6_EP",3.33333333333333,"Human"
74,"Not Disclosed","SONA","Human7_EP",4.33333333333333,"Human"
74,"Not Disclosed","SONA","Human8_EP",3.66666666666667,"Human"
74,"Not Disclosed","SONA","Human9_EP",5,"Human"
74,"Not Disclosed","SONA","Human10_EP",5,"Human"
74,"Not Disclosed","SONA","Human11_EP",5,"Human"
74,"Not Disclosed","SONA","Human12_EP",5,"Human"
74,"Not Disclosed","SONA","Human13_EP",2.66666666666667,"Human"
74,"Not Disclosed","SONA","Human14_EP",5,"Human"
74,"Not Disclosed","SONA","Human15_EP",2.66666666666667,"Human"
75,"Disclosed","SONA","AI1_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI2_EP",4.33333333333333,"AI"
75,"Disclosed","SONA","AI3_EP",5,"AI"
75,"Disclosed","SONA","AI4_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI5_EP",4.33333333333333,"AI"
75,"Disclosed","SONA","AI6_EP",5,"AI"
75,"Disclosed","SONA","AI7_EP",5,"AI"
75,"Disclosed","SONA","AI8_EP",5,"AI"
75,"Disclosed","SONA","AI9_EP",4,"AI"
75,"Disclosed","SONA","AI10_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI11_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI12_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI13_EP",4,"AI"
75,"Disclosed","SONA","AI14_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","AI15_EP",4.66666666666667,"AI"
75,"Disclosed","SONA","Human1_EP",4,"Human"
75,"Disclosed","SONA","Human2_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human3_EP",4,"Human"
75,"Disclosed","SONA","Human4_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human5_EP",4.33333333333333,"Human"
75,"Disclosed","SONA","Human6_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human7_EP",4.33333333333333,"Human"
75,"Disclosed","SONA","Human8_EP",5,"Human"
75,"Disclosed","SONA","Human9_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human10_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human11_EP",4.33333333333333,"Human"
75,"Disclosed","SONA","Human12_EP",4.33333333333333,"Human"
75,"Disclosed","SONA","Human13_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human14_EP",4.66666666666667,"Human"
75,"Disclosed","SONA","Human15_EP",4.66666666666667,"Human"
76,"Not Disclosed","SONA","AI1_EP",4,"AI"
76,"Not Disclosed","SONA","AI2_EP",2.66666666666667,"AI"
76,"Not Disclosed","SONA","AI3_EP",3.66666666666667,"AI"
76,"Not Disclosed","SONA","AI4_EP",4.33333333333333,"AI"
76,"Not Disclosed","SONA","AI5_EP",4.66666666666667,"AI"
76,"Not Disclosed","SONA","AI6_EP",4.33333333333333,"AI"
76,"Not Disclosed","SONA","AI7_EP",4.66666666666667,"AI"
76,"Not Disclosed","SONA","AI8_EP",4,"AI"
76,"Not Disclosed","SONA","AI9_EP",4.66666666666667,"AI"
76,"Not Disclosed","SONA","AI10_EP",2.66666666666667,"AI"
76,"Not Disclosed","SONA","AI11_EP",3.66666666666667,"AI"
76,"Not Disclosed","SONA","AI12_EP",2.66666666666667,"AI"
76,"Not Disclosed","SONA","AI13_EP",4,"AI"
76,"Not Disclosed","SONA","AI14_EP",3.33333333333333,"AI"
76,"Not Disclosed","SONA","AI15_EP",3.33333333333333,"AI"
76,"Not Disclosed","SONA","Human1_EP",2.66666666666667,"Human"
76,"Not Disclosed","SONA","Human2_EP",2.66666666666667,"Human"
76,"Not Disclosed","SONA","Human3_EP",3.66666666666667,"Human"
76,"Not Disclosed","SONA","Human4_EP",4.33333333333333,"Human"
76,"Not Disclosed","SONA","Human5_EP",3.66666666666667,"Human"
76,"Not Disclosed","SONA","Human6_EP",3.33333333333333,"Human"
76,"Not Disclosed","SONA","Human7_EP",2.33333333333333,"Human"
76,"Not Disclosed","SONA","Human8_EP",3.33333333333333,"Human"
76,"Not Disclosed","SONA","Human9_EP",4.33333333333333,"Human"
76,"Not Disclosed","SONA","Human10_EP",4.66666666666667,"Human"
76,"Not Disclosed","SONA","Human11_EP",4,"Human"
76,"Not Disclosed","SONA","Human12_EP",4.66666666666667,"Human"
76,"Not Disclosed","SONA","Human13_EP",3,"Human"
76,"Not Disclosed","SONA","Human14_EP",4,"Human"
76,"Not Disclosed","SONA","Human15_EP",2.66666666666667,"Human"
77,"Disclosed","SONA","AI1_EP",4.66666666666667,"AI"
77,"Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
77,"Disclosed","SONA","AI3_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI4_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI5_EP",4,"AI"
77,"Disclosed","SONA","AI6_EP",3.66666666666667,"AI"
77,"Disclosed","SONA","AI7_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI8_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI9_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI10_EP",4.66666666666667,"AI"
77,"Disclosed","SONA","AI11_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI12_EP",3.66666666666667,"AI"
77,"Disclosed","SONA","AI13_EP",4.33333333333333,"AI"
77,"Disclosed","SONA","AI14_EP",4,"AI"
77,"Disclosed","SONA","AI15_EP",3.33333333333333,"AI"
77,"Disclosed","SONA","Human1_EP",3,"Human"
77,"Disclosed","SONA","Human2_EP",3.66666666666667,"Human"
77,"Disclosed","SONA","Human3_EP",3.33333333333333,"Human"
77,"Disclosed","SONA","Human4_EP",4.33333333333333,"Human"
77,"Disclosed","SONA","Human5_EP",4.33333333333333,"Human"
77,"Disclosed","SONA","Human6_EP",4.33333333333333,"Human"
77,"Disclosed","SONA","Human7_EP",3.33333333333333,"Human"
77,"Disclosed","SONA","Human8_EP",3.66666666666667,"Human"
77,"Disclosed","SONA","Human9_EP",3.66666666666667,"Human"
77,"Disclosed","SONA","Human10_EP",3.33333333333333,"Human"
77,"Disclosed","SONA","Human11_EP",4,"Human"
77,"Disclosed","SONA","Human12_EP",4,"Human"
77,"Disclosed","SONA","Human13_EP",4.33333333333333,"Human"
77,"Disclosed","SONA","Human14_EP",4,"Human"
77,"Disclosed","SONA","Human15_EP",4.33333333333333,"Human"
78,"Disclosed","SONA","AI1_EP",5,"AI"
78,"Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
78,"Disclosed","SONA","AI3_EP",5,"AI"
78,"Disclosed","SONA","AI4_EP",5,"AI"
78,"Disclosed","SONA","AI5_EP",4.33333333333333,"AI"
78,"Disclosed","SONA","AI6_EP",4.66666666666667,"AI"
78,"Disclosed","SONA","AI7_EP",4.33333333333333,"AI"
78,"Disclosed","SONA","AI8_EP",3.66666666666667,"AI"
78,"Disclosed","SONA","AI9_EP",5,"AI"
78,"Disclosed","SONA","AI10_EP",4.66666666666667,"AI"
78,"Disclosed","SONA","AI11_EP",4.33333333333333,"AI"
78,"Disclosed","SONA","AI12_EP",2.66666666666667,"AI"
78,"Disclosed","SONA","AI13_EP",3,"AI"
78,"Disclosed","SONA","AI14_EP",2.66666666666667,"AI"
78,"Disclosed","SONA","AI15_EP",3.66666666666667,"AI"
78,"Disclosed","SONA","Human1_EP",2,"Human"
78,"Disclosed","SONA","Human2_EP",2.33333333333333,"Human"
78,"Disclosed","SONA","Human3_EP",3.66666666666667,"Human"
78,"Disclosed","SONA","Human4_EP",4.66666666666667,"Human"
78,"Disclosed","SONA","Human5_EP",4,"Human"
78,"Disclosed","SONA","Human6_EP",3.66666666666667,"Human"
78,"Disclosed","SONA","Human7_EP",3.66666666666667,"Human"
78,"Disclosed","SONA","Human8_EP",4.66666666666667,"Human"
78,"Disclosed","SONA","Human9_EP",4,"Human"
78,"Disclosed","SONA","Human10_EP",3,"Human"
78,"Disclosed","SONA","Human11_EP",5,"Human"
78,"Disclosed","SONA","Human12_EP",5,"Human"
78,"Disclosed","SONA","Human13_EP",4,"Human"
78,"Disclosed","SONA","Human14_EP",4.33333333333333,"Human"
78,"Disclosed","SONA","Human15_EP",3.66666666666667,"Human"
79,"Not Disclosed","SONA","AI1_EP",5,"AI"
79,"Not Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
79,"Not Disclosed","SONA","AI3_EP",4.66666666666667,"AI"
79,"Not Disclosed","SONA","AI4_EP",4.66666666666667,"AI"
79,"Not Disclosed","SONA","AI5_EP",3.33333333333333,"AI"
79,"Not Disclosed","SONA","AI6_EP",4,"AI"
79,"Not Disclosed","SONA","AI7_EP",3.66666666666667,"AI"
79,"Not Disclosed","SONA","AI8_EP",4.33333333333333,"AI"
79,"Not Disclosed","SONA","AI9_EP",4,"AI"
79,"Not Disclosed","SONA","AI10_EP",4.66666666666667,"AI"
79,"Not Disclosed","SONA","AI11_EP",3.33333333333333,"AI"
79,"Not Disclosed","SONA","AI12_EP",2.66666666666667,"AI"
79,"Not Disclosed","SONA","AI13_EP",3.66666666666667,"AI"
79,"Not Disclosed","SONA","AI14_EP",4,"AI"
79,"Not Disclosed","SONA","AI15_EP",3.66666666666667,"AI"
79,"Not Disclosed","SONA","Human1_EP",3,"Human"
79,"Not Disclosed","SONA","Human2_EP",3.66666666666667,"Human"
79,"Not Disclosed","SONA","Human3_EP",4,"Human"
79,"Not Disclosed","SONA","Human4_EP",4.33333333333333,"Human"
79,"Not Disclosed","SONA","Human5_EP",4,"Human"
79,"Not Disclosed","SONA","Human6_EP",3.66666666666667,"Human"
79,"Not Disclosed","SONA","Human7_EP",4.33333333333333,"Human"
79,"Not Disclosed","SONA","Human8_EP",3.66666666666667,"Human"
79,"Not Disclosed","SONA","Human9_EP",4,"Human"
79,"Not Disclosed","SONA","Human10_EP",4,"Human"
79,"Not Disclosed","SONA","Human11_EP",4,"Human"
79,"Not Disclosed","SONA","Human12_EP",4.33333333333333,"Human"
79,"Not Disclosed","SONA","Human13_EP",4.33333333333333,"Human"
79,"Not Disclosed","SONA","Human14_EP",3.66666666666667,"Human"
79,"Not Disclosed","SONA","Human15_EP",3.33333333333333,"Human"
80,"Not Disclosed","SONA","AI1_EP",4.66666666666667,"AI"
80,"Not Disclosed","SONA","AI2_EP",3.66666666666667,"AI"
80,"Not Disclosed","SONA","AI3_EP",3.33333333333333,"AI"
80,"Not Disclosed","SONA","AI4_EP",5,"AI"
80,"Not Disclosed","SONA","AI5_EP",5,"AI"
80,"Not Disclosed","SONA","AI6_EP",5,"AI"
80,"Not Disclosed","SONA","AI7_EP",5,"AI"
80,"Not Disclosed","SONA","AI8_EP",4.66666666666667,"AI"
80,"Not Disclosed","SONA","AI9_EP",5,"AI"
80,"Not Disclosed","SONA","AI10_EP",4.66666666666667,"AI"
80,"Not Disclosed","SONA","AI11_EP",5,"AI"
80,"Not Disclosed","SONA","AI12_EP",3.33333333333333,"AI"
80,"Not Disclosed","SONA","AI13_EP",3.66666666666667,"AI"
80,"Not Disclosed","SONA","AI14_EP",4.66666666666667,"AI"
80,"Not Disclosed","SONA","AI15_EP",4.33333333333333,"AI"
80,"Not Disclosed","SONA","Human1_EP",2.66666666666667,"Human"
80,"Not Disclosed","SONA","Human2_EP",5,"Human"
80,"Not Disclosed","SONA","Human3_EP",2.66666666666667,"Human"
80,"Not Disclosed","SONA","Human4_EP",5,"Human"
80,"Not Disclosed","SONA","Human5_EP",5,"Human"
80,"Not Disclosed","SONA","Human6_EP",4.33333333333333,"Human"
80,"Not Disclosed","SONA","Human7_EP",4.66666666666667,"Human"
80,"Not Disclosed","SONA","Human8_EP",4.33333333333333,"Human"
80,"Not Disclosed","SONA","Human9_EP",4,"Human"
80,"Not Disclosed","SONA","Human10_EP",5,"Human"
80,"Not Disclosed","SONA","Human11_EP",3.33333333333333,"Human"
80,"Not Disclosed","SONA","Human12_EP",4.33333333333333,"Human"
80,"Not Disclosed","SONA","Human13_EP",1.66666666666667,"Human"
80,"Not Disclosed","SONA","Human14_EP",3.66666666666667,"Human"
80,"Not Disclosed","SONA","Human15_EP",3.66666666666667,"Human"
81,"Disclosed","SONA","AI1_EP",3.66666666666667,"AI"
81,"Disclosed","SONA","AI2_EP",4,"AI"
81,"Disclosed","SONA","AI3_EP",3.33333333333333,"AI"
81,"Disclosed","SONA","AI4_EP",5,"AI"
81,"Disclosed","SONA","AI5_EP",4.33333333333333,"AI"
81,"Disclosed","SONA","AI6_EP",4,"AI"
81,"Disclosed","SONA","AI7_EP",4.66666666666667,"AI"
81,"Disclosed","SONA","AI8_EP",4,"AI"
81,"Disclosed","SONA","AI9_EP",4.33333333333333,"AI"
81,"Disclosed","SONA","AI10_EP",3.66666666666667,"AI"
81,"Disclosed","SONA","AI11_EP",3.66666666666667,"AI"
81,"Disclosed","SONA","AI12_EP",2.66666666666667,"AI"
81,"Disclosed","SONA","AI13_EP",2.66666666666667,"AI"
81,"Disclosed","SONA","AI14_EP",4.33333333333333,"AI"
81,"Disclosed","SONA","AI15_EP",3.33333333333333,"AI"
81,"Disclosed","SONA","Human1_EP",2.66666666666667,"Human"
81,"Disclosed","SONA","Human2_EP",4,"Human"
81,"Disclosed","SONA","Human3_EP",3.66666666666667,"Human"
81,"Disclosed","SONA","Human4_EP",4.33333333333333,"Human"
81,"Disclosed","SONA","Human5_EP",4,"Human"
81,"Disclosed","SONA","Human6_EP",4.66666666666667,"Human"
81,"Disclosed","SONA","Human7_EP",5,"Human"
81,"Disclosed","SONA","Human8_EP",4.66666666666667,"Human"
81,"Disclosed","SONA","Human9_EP",4,"Human"
81,"Disclosed","SONA","Human10_EP",5,"Human"
81,"Disclosed","SONA","Human11_EP",4.33333333333333,"Human"
81,"Disclosed","SONA","Human12_EP",5,"Human"
81,"Disclosed","SONA","Human13_EP",2.66666666666667,"Human"
81,"Disclosed","SONA","Human14_EP",5,"Human"
81,"Disclosed","SONA","Human15_EP",3.66666666666667,"Human"
82,"Not Disclosed","SONA","AI1_EP",4.66666666666667,"AI"
82,"Not Disclosed","SONA","AI2_EP",2,"AI"
82,"Not Disclosed","SONA","AI3_EP",1.66666666666667,"AI"
82,"Not Disclosed","SONA","AI4_EP",4.66666666666667,"AI"
82,"Not Disclosed","SONA","AI5_EP",4,"AI"
82,"Not Disclosed","SONA","AI6_EP",4,"AI"
82,"Not Disclosed","SONA","AI7_EP",5,"AI"
82,"Not Disclosed","SONA","AI8_EP",5,"AI"
82,"Not Disclosed","SONA","AI9_EP",5,"AI"
82,"Not Disclosed","SONA","AI10_EP",3.66666666666667,"AI"
82,"Not Disclosed","SONA","AI11_EP",5,"AI"
82,"Not Disclosed","SONA","AI12_EP",2,"AI"
82,"Not Disclosed","SONA","AI13_EP",2.66666666666667,"AI"
82,"Not Disclosed","SONA","AI14_EP",3.33333333333333,"AI"
82,"Not Disclosed","SONA","AI15_EP",2,"AI"
82,"Not Disclosed","SONA","Human1_EP",2,"Human"
82,"Not Disclosed","SONA","Human2_EP",4,"Human"
82,"Not Disclosed","SONA","Human3_EP",2,"Human"
82,"Not Disclosed","SONA","Human4_EP",5,"Human"
82,"Not Disclosed","SONA","Human5_EP",2.66666666666667,"Human"
82,"Not Disclosed","SONA","Human6_EP",3.66666666666667,"Human"
82,"Not Disclosed","SONA","Human7_EP",2.66666666666667,"Human"
82,"Not Disclosed","SONA","Human8_EP",3.33333333333333,"Human"
82,"Not Disclosed","SONA","Human9_EP",2,"Human"
82,"Not Disclosed","SONA","Human10_EP",4.33333333333333,"Human"
82,"Not Disclosed","SONA","Human11_EP",3.33333333333333,"Human"
82,"Not Disclosed","SONA","Human12_EP",4.66666666666667,"Human"
82,"Not Disclosed","SONA","Human13_EP",2.33333333333333,"Human"
82,"Not Disclosed","SONA","Human14_EP",4.33333333333333,"Human"
82,"Not Disclosed","SONA","Human15_EP",3.33333333333333,"Human"
83,"Disclosed","SONA","AI1_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI2_EP",4,"AI"
83,"Disclosed","SONA","AI3_EP",3.66666666666667,"AI"
83,"Disclosed","SONA","AI4_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI5_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI6_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI7_EP",4.66666666666667,"AI"
83,"Disclosed","SONA","AI8_EP",4,"AI"
83,"Disclosed","SONA","AI9_EP",5,"AI"
83,"Disclosed","SONA","AI10_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI11_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI12_EP",3.66666666666667,"AI"
83,"Disclosed","SONA","AI13_EP",4.66666666666667,"AI"
83,"Disclosed","SONA","AI14_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","AI15_EP",4.33333333333333,"AI"
83,"Disclosed","SONA","Human1_EP",4,"Human"
83,"Disclosed","SONA","Human2_EP",4.33333333333333,"Human"
83,"Disclosed","SONA","Human3_EP",3.66666666666667,"Human"
83,"Disclosed","SONA","Human4_EP",4.66666666666667,"Human"
83,"Disclosed","SONA","Human5_EP",4.33333333333333,"Human"
83,"Disclosed","SONA","Human6_EP",4.66666666666667,"Human"
83,"Disclosed","SONA","Human7_EP",4,"Human"
83,"Disclosed","SONA","Human8_EP",3.33333333333333,"Human"
83,"Disclosed","SONA","Human9_EP",3.66666666666667,"Human"
83,"Disclosed","SONA","Human10_EP",3.66666666666667,"Human"
83,"Disclosed","SONA","Human11_EP",4,"Human"
83,"Disclosed","SONA","Human12_EP",5,"Human"
83,"Disclosed","SONA","Human13_EP",4.33333333333333,"Human"
83,"Disclosed","SONA","Human14_EP",5,"Human"
83,"Disclosed","SONA","Human15_EP",4.33333333333333,"Human"
84,"Not Disclosed","SONA","AI1_EP",5,"AI"
84,"Not Disclosed","SONA","AI2_EP",3.33333333333333,"AI"
84,"Not Disclosed","SONA","AI3_EP",4.33333333333333,"AI"
84,"Not Disclosed","SONA","AI4_EP",4.66666666666667,"AI"
84,"Not Disclosed","SONA","AI5_EP",5,"AI"
84,"Not Disclosed","SONA","AI6_EP",5,"AI"
84,"Not Disclosed","SONA","AI7_EP",5,"AI"
84,"Not Disclosed","SONA","AI8_EP",5,"AI"
84,"Not Disclosed","SONA","AI9_EP",5,"AI"
84,"Not Disclosed","SONA","AI10_EP",5,"AI"
84,"Not Disclosed","SONA","AI11_EP",5,"AI"
84,"Not Disclosed","SONA","AI12_EP",3,"AI"
84,"Not Disclosed","SONA","AI13_EP",4.33333333333333,"AI"
84,"Not Disclosed","SONA","AI14_EP",4.66666666666667,"AI"
84,"Not Disclosed","SONA","AI15_EP",4,"AI"
84,"Not Disclosed","SONA","Human1_EP",4,"Human"
84,"Not Disclosed","SONA","Human2_EP",4.66666666666667,"Human"
84,"Not Disclosed","SONA","Human3_EP",3.33333333333333,"Human"
84,"Not Disclosed","SONA","Human4_EP",5,"Human"
84,"Not Disclosed","SONA","Human5_EP",5,"Human"
84,"Not Disclosed","SONA","Human6_EP",4.66666666666667,"Human"
84,"Not Disclosed","SONA","Human7_EP",5,"Human"
84,"Not Disclosed","SONA","Human8_EP",5,"Human"
84,"Not Disclosed","SONA","Human9_EP",5,"Human"
84,"Not Disclosed","SONA","Human10_EP",5,"Human"
84,"Not Disclosed","SONA","Human11_EP",4.33333333333333,"Human"
84,"Not Disclosed","SONA","Human12_EP",5,"Human"
84,"Not Disclosed","SONA","Human13_EP",4,"Human"
84,"Not Disclosed","SONA","Human14_EP",5,"Human"
84,"Not Disclosed","SONA","Human15_EP",5,"Human"
85,"Disclosed","SONA","AI1_EP",4.33333333333333,"AI"
85,"Disclosed","SONA","AI2_EP",4,"AI"
85,"Disclosed","SONA","AI3_EP",2.66666666666667,"AI"
85,"Disclosed","SONA","AI4_EP",4.66666666666667,"AI"
85,"Disclosed","SONA","AI5_EP",5,"AI"
85,"Disclosed","SONA","AI6_EP",5,"AI"
85,"Disclosed","SONA","AI7_EP",5,"AI"
85,"Disclosed","SONA","AI8_EP",4.33333333333333,"AI"
85,"Disclosed","SONA","AI9_EP",5,"AI"
85,"Disclosed","SONA","AI10_EP",4,"AI"
85,"Disclosed","SONA","AI11_EP",4.66666666666667,"AI"
85,"Disclosed","SONA","AI12_EP",3.33333333333333,"AI"
85,"Disclosed","SONA","AI13_EP",3.66666666666667,"AI"
85,"Disclosed","SONA","AI14_EP",3.66666666666667,"AI"
85,"Disclosed","SONA","AI15_EP",4.66666666666667,"AI"
85,"Disclosed","SONA","Human1_EP",3.66666666666667,"Human"
85,"Disclosed","SONA","Human2_EP",4,"Human"
85,"Disclosed","SONA","Human3_EP",3.33333333333333,"Human"
85,"Disclosed","SONA","Human4_EP",5,"Human"
85,"Disclosed","SONA","Human5_EP",4.33333333333333,"Human"
85,"Disclosed","SONA","Human6_EP",4,"Human"
85,"Disclosed","SONA","Human7_EP",4,"Human"
85,"Disclosed","SONA","Human8_EP",4.33333333333333,"Human"
85,"Disclosed","SONA","Human9_EP",4,"Human"
85,"Disclosed","SONA","Human10_EP",4.66666666666667,"Human"
85,"Disclosed","SONA","Human11_EP",4.66666666666667,"Human"
85,"Disclosed","SONA","Human12_EP",4.66666666666667,"Human"
85,"Disclosed","SONA","Human13_EP",3.33333333333333,"Human"
85,"Disclosed","SONA","Human14_EP",5,"Human"
85,"Disclosed","SONA","Human15_EP",4,"Human"
86,"Not Disclosed","SONA","AI1_EP",4.33333333333333,"AI"
86,"Not Disclosed","SONA","AI2_EP",4,"AI"
