"Participant","Experimental_Group","recruitment_platform","AIper_neg","Messages","Effects_Perception","AI_or_Hum"
101,"Disclosed","Prolific",3.375,"AI15_EP",4,"AI"
101,"Disclosed","Prolific",3.375,"Human1_EP",4,"Human"
101,"Disclosed","Prolific",3.375,"Human2_EP",3.33333333333333,"Human"
101,"Disclosed","Prolific",3.375,"Human3_EP",4,"Human"
101,"Disclosed","Prolific",3.375,"Human4_EP",4.33333333333333,"Human"
101,"Disclosed","Prolific",3.375,"Human5_EP",4,"Human"
101,"Disclosed","Prolific",3.375,"Human6_EP",4.33333333333333,"Human"
101,"Disclosed","Prolific",3.375,"Human7_EP",4.33333333333333,"Human"
101,"Disclosed","Prolific",3.375,"Human8_EP",4.33333333333333,"Human"
101,"Disclosed","Prolific",3.375,"Human9_EP",4.66666666666667,"Human"
101,"Disclosed","Prolific",3.375,"Human10_EP",5,"Human"
101,"Disclosed","Prolific",3.375,"Human11_EP",4.66666666666667,"Human"
101,"Disclosed","Prolific",3.375,"Human12_EP",4.66666666666667,"Human"
101,"Disclosed","Prolific",3.375,"Human13_EP",3.66666666666667,"Human"
101,"Disclosed","Prolific",3.375,"Human14_EP",3,"Human"
101,"Disclosed","Prolific",3.375,"Human15_EP",4.66666666666667,"Human"
102,"Not Disclosed","Prolific",3.375,"AI1_EP",3.66666666666667,"AI"
102,"Not Disclosed","Prolific",3.375,"AI2_EP",3.66666666666667,"AI"
102,"Not Disclosed","Prolific",3.375,"AI3_EP",3.66666666666667,"AI"
102,"Not Disclosed","Prolific",3.375,"AI4_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI5_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI6_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI7_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI8_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI9_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI10_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI11_EP",3.66666666666667,"AI"
102,"Not Disclosed","Prolific",3.375,"AI12_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI13_EP",4.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI14_EP",3.33333333333333,"AI"
102,"Not Disclosed","Prolific",3.375,"AI15_EP",3.66666666666667,"AI"
102,"Not Disclosed","Prolific",3.375,"Human1_EP",4,"Human"
102,"Not Disclosed","Prolific",3.375,"Human2_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human3_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human4_EP",3.66666666666667,"Human"
102,"Not Disclosed","Prolific",3.375,"Human5_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human6_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human7_EP",3,"Human"
102,"Not Disclosed","Prolific",3.375,"Human8_EP",4,"Human"
102,"Not Disclosed","Prolific",3.375,"Human9_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human10_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human11_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human12_EP",3.33333333333333,"Human"
102,"Not Disclosed","Prolific",3.375,"Human13_EP",3,"Human"
102,"Not Disclosed","Prolific",3.375,"Human14_EP",3.66666666666667,"Human"
102,"Not Disclosed","Prolific",3.375,"Human15_EP",3.33333333333333,"Human"
103,"Not Disclosed","Prolific",3.75,"AI1_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI2_EP",3.66666666666667,"AI"
103,"Not Disclosed","Prolific",3.75,"AI3_EP",3.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI4_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI5_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI6_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI7_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI8_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI9_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI10_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI11_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI12_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI13_EP",4,"AI"
103,"Not Disclosed","Prolific",3.75,"AI14_EP",3.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"AI15_EP",4.33333333333333,"AI"
103,"Not Disclosed","Prolific",3.75,"Human1_EP",2.66666666666667,"Human"
103,"Not Disclosed","Prolific",3.75,"Human2_EP",3.66666666666667,"Human"
103,"Not Disclosed","Prolific",3.75,"Human3_EP",3,"Human"
103,"Not Disclosed","Prolific",3.75,"Human4_EP",4.33333333333333,"Human"
103,"Not Disclosed","Prolific",3.75,"Human5_EP",3,"Human"
103,"Not Disclosed","Prolific",3.75,"Human6_EP",4.33333333333333,"Human"
103,"Not Disclosed","Prolific",3.75,"Human7_EP",2.66666666666667,"Human"
103,"Not Disclosed","Prolific",3.75,"Human8_EP",3,"Human"
103,"Not Disclosed","Prolific",3.75,"Human9_EP",4,"Human"
103,"Not Disclosed","Prolific",3.75,"Human10_EP",3.66666666666667,"Human"
103,"Not Disclosed","Prolific",3.75,"Human11_EP",3,"Human"
103,"Not Disclosed","Prolific",3.75,"Human12_EP",3.33333333333333,"Human"
103,"Not Disclosed","Prolific",3.75,"Human13_EP",2.66666666666667,"Human"
103,"Not Disclosed","Prolific",3.75,"Human14_EP",3.33333333333333,"Human"
103,"Not Disclosed","Prolific",3.75,"Human15_EP",2.66666666666667,"Human"
104,"Disclosed","Prolific",2.375,"AI1_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI2_EP",4,"AI"
104,"Disclosed","Prolific",2.375,"AI3_EP",4.33333333333333,"AI"
104,"Disclosed","Prolific",2.375,"AI4_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI5_EP",4.66666666666667,"AI"
104,"Disclosed","Prolific",2.375,"AI6_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI7_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI8_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI9_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI10_EP",4.33333333333333,"AI"
104,"Disclosed","Prolific",2.375,"AI11_EP",5,"AI"
104,"Disclosed","Prolific",2.375,"AI12_EP",2,"AI"
104,"Disclosed","Prolific",2.375,"AI13_EP",4.33333333333333,"AI"
104,"Disclosed","Prolific",2.375,"AI14_EP",4.33333333333333,"AI"
104,"Disclosed","Prolific",2.375,"AI15_EP",4.66666666666667,"AI"
104,"Disclosed","Prolific",2.375,"Human1_EP",4,"Human"
104,"Disclosed","Prolific",2.375,"Human2_EP",4.66666666666667,"Human"
104,"Disclosed","Prolific",2.375,"Human3_EP",3.66666666666667,"Human"
104,"Disclosed","Prolific",2.375,"Human4_EP",5,"Human"
104,"Disclosed","Prolific",2.375,"Human5_EP",4.66666666666667,"Human"
104,"Disclosed","Prolific",2.375,"Human6_EP",5,"Human"
104,"Disclosed","Prolific",2.375,"Human7_EP",4,"Human"
104,"Disclosed","Prolific",2.375,"Human8_EP",4,"Human"
104,"Disclosed","Prolific",2.375,"Human9_EP",4,"Human"
104,"Disclosed","Prolific",2.375,"Human10_EP",5,"Human"
104,"Disclosed","Prolific",2.375,"Human11_EP",5,"Human"
104,"Disclosed","Prolific",2.375,"Human12_EP",5,"Human"
104,"Disclosed","Prolific",2.375,"Human13_EP",2.66666666666667,"Human"
104,"Disclosed","Prolific",2.375,"Human14_EP",4,"Human"
104,"Disclosed","Prolific",2.375,"Human15_EP",4.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"AI1_EP",5,"AI"
105,"Not Disclosed","Prolific",1.125,"AI2_EP",4.33333333333333,"AI"
105,"Not Disclosed","Prolific",1.125,"AI3_EP",5,"AI"
105,"Not Disclosed","Prolific",1.125,"AI4_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI5_EP",4.33333333333333,"AI"
105,"Not Disclosed","Prolific",1.125,"AI6_EP",5,"AI"
105,"Not Disclosed","Prolific",1.125,"AI7_EP",5,"AI"
105,"Not Disclosed","Prolific",1.125,"AI8_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI9_EP",5,"AI"
105,"Not Disclosed","Prolific",1.125,"AI10_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI11_EP",3.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI12_EP",3.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI13_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI14_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"AI15_EP",4.66666666666667,"AI"
105,"Not Disclosed","Prolific",1.125,"Human1_EP",5,"Human"
105,"Not Disclosed","Prolific",1.125,"Human2_EP",4.66666666666667,"Human"
105,"Not Disclosed","Prolific",1.125,"Human3_EP",5,"Human"
105,"Not Disclosed","Prolific",1.125,"Human4_EP",4.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"Human5_EP",4.66666666666667,"Human"
105,"Not Disclosed","Prolific",1.125,"Human6_EP",3.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"Human7_EP",2,"Human"
105,"Not Disclosed","Prolific",1.125,"Human8_EP",3.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"Human9_EP",4.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"Human10_EP",4.66666666666667,"Human"
105,"Not Disclosed","Prolific",1.125,"Human11_EP",3.66666666666667,"Human"
105,"Not Disclosed","Prolific",1.125,"Human12_EP",4.33333333333333,"Human"
105,"Not Disclosed","Prolific",1.125,"Human13_EP",4.66666666666667,"Human"
105,"Not Disclosed","Prolific",1.125,"Human14_EP",4,"Human"
105,"Not Disclosed","Prolific",1.125,"Human15_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"AI1_EP",4.66666666666667,"AI"
106,"Disclosed","Prolific",3.625,"AI2_EP",4,"AI"
106,"Disclosed","Prolific",3.625,"AI3_EP",3.66666666666667,"AI"
106,"Disclosed","Prolific",3.625,"AI4_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI5_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI6_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI7_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI8_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI9_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI10_EP",4.33333333333333,"AI"
106,"Disclosed","Prolific",3.625,"AI11_EP",5,"AI"
106,"Disclosed","Prolific",3.625,"AI12_EP",3.33333333333333,"AI"
106,"Disclosed","Prolific",3.625,"AI13_EP",4,"AI"
106,"Disclosed","Prolific",3.625,"AI14_EP",4,"AI"
106,"Disclosed","Prolific",3.625,"AI15_EP",4.33333333333333,"AI"
106,"Disclosed","Prolific",3.625,"Human1_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human2_EP",4.66666666666667,"Human"
106,"Disclosed","Prolific",3.625,"Human3_EP",2.33333333333333,"Human"
106,"Disclosed","Prolific",3.625,"Human4_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human5_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human6_EP",4.33333333333333,"Human"
106,"Disclosed","Prolific",3.625,"Human7_EP",4.66666666666667,"Human"
106,"Disclosed","Prolific",3.625,"Human8_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human9_EP",4,"Human"
106,"Disclosed","Prolific",3.625,"Human10_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human11_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human12_EP",5,"Human"
106,"Disclosed","Prolific",3.625,"Human13_EP",3.33333333333333,"Human"
106,"Disclosed","Prolific",3.625,"Human14_EP",3,"Human"
106,"Disclosed","Prolific",3.625,"Human15_EP",4,"Human"
107,"Disclosed","Prolific",3.875,"AI1_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI2_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"AI3_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"AI4_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"AI5_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI6_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"AI7_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI8_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"AI9_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI10_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI11_EP",4.66666666666667,"AI"
107,"Disclosed","Prolific",3.875,"AI12_EP",4,"AI"
107,"Disclosed","Prolific",3.875,"AI13_EP",4.33333333333333,"AI"
107,"Disclosed","Prolific",3.875,"AI14_EP",4.33333333333333,"AI"
107,"Disclosed","Prolific",3.875,"AI15_EP",5,"AI"
107,"Disclosed","Prolific",3.875,"Human1_EP",2.66666666666667,"Human"
107,"Disclosed","Prolific",3.875,"Human2_EP",1.66666666666667,"Human"
107,"Disclosed","Prolific",3.875,"Human3_EP",3,"Human"
107,"Disclosed","Prolific",3.875,"Human4_EP",4.33333333333333,"Human"
107,"Disclosed","Prolific",3.875,"Human5_EP",5,"Human"
107,"Disclosed","Prolific",3.875,"Human6_EP",5,"Human"
107,"Disclosed","Prolific",3.875,"Human7_EP",4,"Human"
107,"Disclosed","Prolific",3.875,"Human8_EP",3.66666666666667,"Human"
107,"Disclosed","Prolific",3.875,"Human9_EP",4,"Human"
107,"Disclosed","Prolific",3.875,"Human10_EP",5,"Human"
107,"Disclosed","Prolific",3.875,"Human11_EP",4.33333333333333,"Human"
107,"Disclosed","Prolific",3.875,"Human12_EP",5,"Human"
107,"Disclosed","Prolific",3.875,"Human13_EP",4.66666666666667,"Human"
107,"Disclosed","Prolific",3.875,"Human14_EP",2.66666666666667,"Human"
107,"Disclosed","Prolific",3.875,"Human15_EP",2.66666666666667,"Human"
108,"Disclosed","Prolific",3.625,"AI1_EP",4,"AI"
108,"Disclosed","Prolific",3.625,"AI2_EP",4.66666666666667,"AI"
108,"Disclosed","Prolific",3.625,"AI3_EP",4.66666666666667,"AI"
108,"Disclosed","Prolific",3.625,"AI4_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI5_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI6_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI7_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI8_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI9_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI10_EP",4,"AI"
108,"Disclosed","Prolific",3.625,"AI11_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"AI12_EP",2.66666666666667,"AI"
108,"Disclosed","Prolific",3.625,"AI13_EP",4,"AI"
108,"Disclosed","Prolific",3.625,"AI14_EP",3.66666666666667,"AI"
108,"Disclosed","Prolific",3.625,"AI15_EP",5,"AI"
108,"Disclosed","Prolific",3.625,"Human1_EP",3,"Human"
108,"Disclosed","Prolific",3.625,"Human2_EP",5,"Human"
108,"Disclosed","Prolific",3.625,"Human3_EP",4,"Human"
108,"Disclosed","Prolific",3.625,"Human4_EP",5,"Human"
108,"Disclosed","Prolific",3.625,"Human5_EP",5,"Human"
108,"Disclosed","Prolific",3.625,"Human6_EP",5,"Human"
108,"Disclosed","Prolific",3.625,"Human7_EP",3.33333333333333,"Human"
108,"Disclosed","Prolific",3.625,"Human8_EP",4,"Human"
108,"Disclosed","Prolific",3.625,"Human9_EP",4,"Human"
108,"Disclosed","Prolific",3.625,"Human10_EP",4.66666666666667,"Human"
108,"Disclosed","Prolific",3.625,"Human11_EP",3.66666666666667,"Human"
108,"Disclosed","Prolific",3.625,"Human12_EP",4.66666666666667,"Human"
108,"Disclosed","Prolific",3.625,"Human13_EP",4,"Human"
108,"Disclosed","Prolific",3.625,"Human14_EP",4.66666666666667,"Human"
108,"Disclosed","Prolific",3.625,"Human15_EP",4,"Human"
109,"Not Disclosed","Prolific",4.125,"AI1_EP",4.66666666666667,"AI"
109,"Not Disclosed","Prolific",4.125,"AI2_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI3_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI4_EP",4.66666666666667,"AI"
109,"Not Disclosed","Prolific",4.125,"AI5_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI6_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI7_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI8_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI9_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI10_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI11_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI12_EP",4.66666666666667,"AI"
109,"Not Disclosed","Prolific",4.125,"AI13_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"AI14_EP",4.66666666666667,"AI"
109,"Not Disclosed","Prolific",4.125,"AI15_EP",5,"AI"
109,"Not Disclosed","Prolific",4.125,"Human1_EP",4.66666666666667,"Human"
109,"Not Disclosed","Prolific",4.125,"Human2_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human3_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human4_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human5_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human6_EP",4.66666666666667,"Human"
109,"Not Disclosed","Prolific",4.125,"Human7_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human8_EP",4.66666666666667,"Human"
109,"Not Disclosed","Prolific",4.125,"Human9_EP",4.33333333333333,"Human"
109,"Not Disclosed","Prolific",4.125,"Human10_EP",4.66666666666667,"Human"
109,"Not Disclosed","Prolific",4.125,"Human11_EP",4.66666666666667,"Human"
109,"Not Disclosed","Prolific",4.125,"Human12_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human13_EP",4.33333333333333,"Human"
109,"Not Disclosed","Prolific",4.125,"Human14_EP",5,"Human"
109,"Not Disclosed","Prolific",4.125,"Human15_EP",5,"Human"
110,"Disclosed","Prolific",3.125,"AI1_EP",4,"AI"
110,"Disclosed","Prolific",3.125,"AI2_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI3_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI4_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI5_EP",3.66666666666667,"AI"
110,"Disclosed","Prolific",3.125,"AI6_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI7_EP",3,"AI"
110,"Disclosed","Prolific",3.125,"AI8_EP",4,"AI"
110,"Disclosed","Prolific",3.125,"AI9_EP",3,"AI"
110,"Disclosed","Prolific",3.125,"AI10_EP",3.66666666666667,"AI"
110,"Disclosed","Prolific",3.125,"AI11_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI12_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI13_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI14_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"AI15_EP",3.33333333333333,"AI"
110,"Disclosed","Prolific",3.125,"Human1_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human2_EP",3.66666666666667,"Human"
110,"Disclosed","Prolific",3.125,"Human3_EP",3,"Human"
110,"Disclosed","Prolific",3.125,"Human4_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human5_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human6_EP",3,"Human"
110,"Disclosed","Prolific",3.125,"Human7_EP",3.66666666666667,"Human"
110,"Disclosed","Prolific",3.125,"Human8_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human9_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human10_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human11_EP",3.66666666666667,"Human"
110,"Disclosed","Prolific",3.125,"Human12_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human13_EP",3.33333333333333,"Human"
110,"Disclosed","Prolific",3.125,"Human14_EP",3,"Human"
110,"Disclosed","Prolific",3.125,"Human15_EP",3.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"AI1_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI2_EP",4.33333333333333,"AI"
111,"Disclosed","Prolific",4.625,"AI3_EP",4.66666666666667,"AI"
111,"Disclosed","Prolific",4.625,"AI4_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI5_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI6_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI7_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI8_EP",4.33333333333333,"AI"
111,"Disclosed","Prolific",4.625,"AI9_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI10_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI11_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI12_EP",4,"AI"
111,"Disclosed","Prolific",4.625,"AI13_EP",5,"AI"
111,"Disclosed","Prolific",4.625,"AI14_EP",4,"AI"
111,"Disclosed","Prolific",4.625,"AI15_EP",4.66666666666667,"AI"
111,"Disclosed","Prolific",4.625,"Human1_EP",4.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human2_EP",4.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human3_EP",3.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human4_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human5_EP",4.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human6_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human7_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human8_EP",4.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human9_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human10_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human11_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human12_EP",4.66666666666667,"Human"
111,"Disclosed","Prolific",4.625,"Human13_EP",4,"Human"
111,"Disclosed","Prolific",4.625,"Human14_EP",5,"Human"
111,"Disclosed","Prolific",4.625,"Human15_EP",4,"Human"
112,"Disclosed","Prolific",2.625,"AI1_EP",5,"AI"
112,"Disclosed","Prolific",2.625,"AI2_EP",4.33333333333333,"AI"
112,"Disclosed","Prolific",2.625,"AI3_EP",4.33333333333333,"AI"
112,"Disclosed","Prolific",2.625,"AI4_EP",4,"AI"
112,"Disclosed","Prolific",2.625,"AI5_EP",5,"AI"
112,"Disclosed","Prolific",2.625,"AI6_EP",4.66666666666667,"AI"
112,"Disclosed","Prolific",2.625,"AI7_EP",5,"AI"
112,"Disclosed","Prolific",2.625,"AI8_EP",4,"AI"
112,"Disclosed","Prolific",2.625,"AI9_EP",5,"AI"
112,"Disclosed","Prolific",2.625,"AI10_EP",3.66666666666667,"AI"
112,"Disclosed","Prolific",2.625,"AI11_EP",4.33333333333333,"AI"
112,"Disclosed","Prolific",2.625,"AI12_EP",3.66666666666667,"AI"
112,"Disclosed","Prolific",2.625,"AI13_EP",4.66666666666667,"AI"
112,"Disclosed","Prolific",2.625,"AI14_EP",4,"AI"
112,"Disclosed","Prolific",2.625,"AI15_EP",4.66666666666667,"AI"
112,"Disclosed","Prolific",2.625,"Human1_EP",4.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human2_EP",4.33333333333333,"Human"
112,"Disclosed","Prolific",2.625,"Human3_EP",3.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human4_EP",5,"Human"
112,"Disclosed","Prolific",2.625,"Human5_EP",4.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human6_EP",5,"Human"
112,"Disclosed","Prolific",2.625,"Human7_EP",4.33333333333333,"Human"
112,"Disclosed","Prolific",2.625,"Human8_EP",4.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human9_EP",4.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human10_EP",4.33333333333333,"Human"
112,"Disclosed","Prolific",2.625,"Human11_EP",4,"Human"
112,"Disclosed","Prolific",2.625,"Human12_EP",5,"Human"
112,"Disclosed","Prolific",2.625,"Human13_EP",1.66666666666667,"Human"
112,"Disclosed","Prolific",2.625,"Human14_EP",4.33333333333333,"Human"
112,"Disclosed","Prolific",2.625,"Human15_EP",4.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"AI1_EP",5,"AI"
113,"Not Disclosed","Prolific",2.625,"AI2_EP",4.33333333333333,"AI"
113,"Not Disclosed","Prolific",2.625,"AI3_EP",4,"AI"
113,"Not Disclosed","Prolific",2.625,"AI4_EP",5,"AI"
113,"Not Disclosed","Prolific",2.625,"AI5_EP",4.33333333333333,"AI"
113,"Not Disclosed","Prolific",2.625,"AI6_EP",5,"AI"
113,"Not Disclosed","Prolific",2.625,"AI7_EP",4.33333333333333,"AI"
113,"Not Disclosed","Prolific",2.625,"AI8_EP",4.66666666666667,"AI"
113,"Not Disclosed","Prolific",2.625,"AI9_EP",5,"AI"
113,"Not Disclosed","Prolific",2.625,"AI10_EP",4,"AI"
113,"Not Disclosed","Prolific",2.625,"AI11_EP",5,"AI"
113,"Not Disclosed","Prolific",2.625,"AI12_EP",2.66666666666667,"AI"
113,"Not Disclosed","Prolific",2.625,"AI13_EP",4.33333333333333,"AI"
113,"Not Disclosed","Prolific",2.625,"AI14_EP",4.33333333333333,"AI"
113,"Not Disclosed","Prolific",2.625,"AI15_EP",4,"AI"
113,"Not Disclosed","Prolific",2.625,"Human1_EP",4.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human2_EP",3,"Human"
113,"Not Disclosed","Prolific",2.625,"Human3_EP",3.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human4_EP",4.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human5_EP",4.66666666666667,"Human"
113,"Not Disclosed","Prolific",2.625,"Human6_EP",4.66666666666667,"Human"
113,"Not Disclosed","Prolific",2.625,"Human7_EP",3,"Human"
113,"Not Disclosed","Prolific",2.625,"Human8_EP",4.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human9_EP",4.66666666666667,"Human"
113,"Not Disclosed","Prolific",2.625,"Human10_EP",5,"Human"
113,"Not Disclosed","Prolific",2.625,"Human11_EP",4.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human12_EP",4.66666666666667,"Human"
113,"Not Disclosed","Prolific",2.625,"Human13_EP",2.33333333333333,"Human"
113,"Not Disclosed","Prolific",2.625,"Human14_EP",4.66666666666667,"Human"
113,"Not Disclosed","Prolific",2.625,"Human15_EP",4,"Human"
