"Participant","Experimental_Group","recruitment_platform","AIper_neg","Messages","Effects_Perception","AI_or_Hum"
27,"Disclosed","Prolific",4.375,"Human6_EP",4.33333333333333,"Human"
27,"Disclosed","Prolific",4.375,"Human7_EP",4.33333333333333,"Human"
27,"Disclosed","Prolific",4.375,"Human8_EP",4.66666666666667,"Human"
27,"Disclosed","Prolific",4.375,"Human9_EP",4.66666666666667,"Human"
27,"Disclosed","Prolific",4.375,"Human10_EP",4.33333333333333,"Human"
27,"Disclosed","Prolific",4.375,"Human11_EP",4,"Human"
27,"Disclosed","Prolific",4.375,"Human12_EP",4.33333333333333,"Human"
27,"Disclosed","Prolific",4.375,"Human13_EP",5,"Human"
27,"Disclosed","Prolific",4.375,"Human14_EP",4.33333333333333,"Human"
27,"Disclosed","Prolific",4.375,"Human15_EP",4,"Human"
28,"Disclosed","Prolific",2.375,"AI1_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI2_EP",4,"AI"
28,"Disclosed","Prolific",2.375,"AI3_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI4_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI5_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI6_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI7_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI8_EP",4.66666666666667,"AI"
28,"Disclosed","Prolific",2.375,"AI9_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI10_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI11_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI12_EP",4,"AI"
28,"Disclosed","Prolific",2.375,"AI13_EP",4.33333333333333,"AI"
28,"Disclosed","Prolific",2.375,"AI14_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"AI15_EP",5,"AI"
28,"Disclosed","Prolific",2.375,"Human1_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human2_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human3_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human4_EP",4.66666666666667,"Human"
28,"Disclosed","Prolific",2.375,"Human5_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human6_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human7_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human8_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human9_EP",4,"Human"
28,"Disclosed","Prolific",2.375,"Human10_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human11_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human12_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human13_EP",4.66666666666667,"Human"
28,"Disclosed","Prolific",2.375,"Human14_EP",5,"Human"
28,"Disclosed","Prolific",2.375,"Human15_EP",4,"Human"
29,"Not Disclosed","Prolific",2.25,"AI1_EP",4,"AI"
29,"Not Disclosed","Prolific",2.25,"AI2_EP",4.33333333333333,"AI"
29,"Not Disclosed","Prolific",2.25,"AI3_EP",2.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI4_EP",5,"AI"
29,"Not Disclosed","Prolific",2.25,"AI5_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI6_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI7_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI8_EP",5,"AI"
29,"Not Disclosed","Prolific",2.25,"AI9_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI10_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI11_EP",5,"AI"
29,"Not Disclosed","Prolific",2.25,"AI12_EP",2.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI13_EP",4.33333333333333,"AI"
29,"Not Disclosed","Prolific",2.25,"AI14_EP",4.66666666666667,"AI"
29,"Not Disclosed","Prolific",2.25,"AI15_EP",4.33333333333333,"AI"
29,"Not Disclosed","Prolific",2.25,"Human1_EP",3,"Human"
29,"Not Disclosed","Prolific",2.25,"Human2_EP",3.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human3_EP",3.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human4_EP",4.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human5_EP",4.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human6_EP",4.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human7_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human8_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human9_EP",2.33333333333333,"Human"
29,"Not Disclosed","Prolific",2.25,"Human10_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human11_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human12_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human13_EP",1.66666666666667,"Human"
29,"Not Disclosed","Prolific",2.25,"Human14_EP",5,"Human"
29,"Not Disclosed","Prolific",2.25,"Human15_EP",4.66666666666667,"Human"
30,"Not Disclosed","Prolific",3.75,"AI1_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI2_EP",4.33333333333333,"AI"
30,"Not Disclosed","Prolific",3.75,"AI3_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI4_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI5_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI6_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI7_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI8_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI9_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI10_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI11_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI12_EP",4.33333333333333,"AI"
30,"Not Disclosed","Prolific",3.75,"AI13_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI14_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"AI15_EP",5,"AI"
30,"Not Disclosed","Prolific",3.75,"Human1_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human2_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human3_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human4_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human5_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human6_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human7_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human8_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human9_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human10_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human11_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human12_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human13_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human14_EP",5,"Human"
30,"Not Disclosed","Prolific",3.75,"Human15_EP",5,"Human"
31,"Not Disclosed","Prolific",4,"AI1_EP",3.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI2_EP",4.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI3_EP",3.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI4_EP",5,"AI"
31,"Not Disclosed","Prolific",4,"AI5_EP",4.33333333333333,"AI"
31,"Not Disclosed","Prolific",4,"AI6_EP",4.33333333333333,"AI"
31,"Not Disclosed","Prolific",4,"AI7_EP",4.33333333333333,"AI"
31,"Not Disclosed","Prolific",4,"AI8_EP",4.33333333333333,"AI"
31,"Not Disclosed","Prolific",4,"AI9_EP",4.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI10_EP",4.33333333333333,"AI"
31,"Not Disclosed","Prolific",4,"AI11_EP",4.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI12_EP",2.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI13_EP",3.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI14_EP",3.66666666666667,"AI"
31,"Not Disclosed","Prolific",4,"AI15_EP",4,"AI"
31,"Not Disclosed","Prolific",4,"Human1_EP",3.66666666666667,"Human"
31,"Not Disclosed","Prolific",4,"Human2_EP",5,"Human"
31,"Not Disclosed","Prolific",4,"Human3_EP",2.66666666666667,"Human"
31,"Not Disclosed","Prolific",4,"Human4_EP",4.33333333333333,"Human"
31,"Not Disclosed","Prolific",4,"Human5_EP",4,"Human"
31,"Not Disclosed","Prolific",4,"Human6_EP",4.33333333333333,"Human"
31,"Not Disclosed","Prolific",4,"Human7_EP",3,"Human"
31,"Not Disclosed","Prolific",4,"Human8_EP",3.66666666666667,"Human"
31,"Not Disclosed","Prolific",4,"Human9_EP",5,"Human"
31,"Not Disclosed","Prolific",4,"Human10_EP",4.66666666666667,"Human"
31,"Not Disclosed","Prolific",4,"Human11_EP",5,"Human"
31,"Not Disclosed","Prolific",4,"Human12_EP",5,"Human"
31,"Not Disclosed","Prolific",4,"Human13_EP",4.33333333333333,"Human"
31,"Not Disclosed","Prolific",4,"Human14_EP",3.66666666666667,"Human"
31,"Not Disclosed","Prolific",4,"Human15_EP",3.66666666666667,"Human"
32,"Not Disclosed","Prolific",1,"AI1_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI2_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI3_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI4_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI5_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI6_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI7_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI8_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI9_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI10_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI11_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI12_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI13_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI14_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"AI15_EP",1,"AI"
32,"Not Disclosed","Prolific",1,"Human1_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human2_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human3_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human4_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human5_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human6_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human7_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human8_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human9_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human10_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human11_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human12_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human13_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human14_EP",1,"Human"
32,"Not Disclosed","Prolific",1,"Human15_EP",1,"Human"
33,"Not Disclosed","Prolific",3,"AI1_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific",3,"AI2_EP",3,"AI"
33,"Not Disclosed","Prolific",3,"AI3_EP",3,"AI"
33,"Not Disclosed","Prolific",3,"AI4_EP",3.66666666666667,"AI"
33,"Not Disclosed","Prolific",3,"AI5_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific",3,"AI6_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI7_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI8_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific",3,"AI9_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI10_EP",3.33333333333333,"AI"
33,"Not Disclosed","Prolific",3,"AI11_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI12_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI13_EP",3.66666666666667,"AI"
33,"Not Disclosed","Prolific",3,"AI14_EP",4,"AI"
33,"Not Disclosed","Prolific",3,"AI15_EP",4.33333333333333,"AI"
33,"Not Disclosed","Prolific",3,"Human1_EP",2.33333333333333,"Human"
33,"Not Disclosed","Prolific",3,"Human2_EP",3.66666666666667,"Human"
33,"Not Disclosed","Prolific",3,"Human3_EP",2,"Human"
33,"Not Disclosed","Prolific",3,"Human4_EP",4.33333333333333,"Human"
33,"Not Disclosed","Prolific",3,"Human5_EP",2.66666666666667,"Human"
33,"Not Disclosed","Prolific",3,"Human6_EP",4,"Human"
33,"Not Disclosed","Prolific",3,"Human7_EP",2,"Human"
33,"Not Disclosed","Prolific",3,"Human8_EP",2.66666666666667,"Human"
33,"Not Disclosed","Prolific",3,"Human9_EP",2.66666666666667,"Human"
33,"Not Disclosed","Prolific",3,"Human10_EP",4,"Human"
33,"Not Disclosed","Prolific",3,"Human11_EP",2,"Human"
33,"Not Disclosed","Prolific",3,"Human12_EP",3.66666666666667,"Human"
33,"Not Disclosed","Prolific",3,"Human13_EP",4,"Human"
33,"Not Disclosed","Prolific",3,"Human14_EP",2,"Human"
33,"Not Disclosed","Prolific",3,"Human15_EP",2.33333333333333,"Human"
34,"Not Disclosed","Prolific",1.125,"AI1_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI2_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI3_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI4_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI5_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI6_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI7_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI8_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI9_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI10_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI11_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI12_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI13_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI14_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"AI15_EP",1,"AI"
34,"Not Disclosed","Prolific",1.125,"Human1_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human2_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human3_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human4_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human5_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human6_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human7_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human8_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human9_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human10_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human11_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human12_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human13_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human14_EP",1,"Human"
34,"Not Disclosed","Prolific",1.125,"Human15_EP",1,"Human"
35,"Not Disclosed","Prolific",3,"AI1_EP",2.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"AI2_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI3_EP",2.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"AI4_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI5_EP",3.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"AI6_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI7_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI8_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI9_EP",5,"AI"
35,"Not Disclosed","Prolific",3,"AI10_EP",2,"AI"
35,"Not Disclosed","Prolific",3,"AI11_EP",2.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"AI12_EP",2.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"AI13_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI14_EP",4.33333333333333,"AI"
35,"Not Disclosed","Prolific",3,"AI15_EP",4.66666666666667,"AI"
35,"Not Disclosed","Prolific",3,"Human1_EP",3.66666666666667,"Human"
35,"Not Disclosed","Prolific",3,"Human2_EP",2.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human3_EP",1.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human4_EP",4.66666666666667,"Human"
35,"Not Disclosed","Prolific",3,"Human5_EP",2.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human6_EP",2.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human7_EP",3,"Human"
35,"Not Disclosed","Prolific",3,"Human8_EP",2.66666666666667,"Human"
35,"Not Disclosed","Prolific",3,"Human9_EP",3.66666666666667,"Human"
35,"Not Disclosed","Prolific",3,"Human10_EP",3.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human11_EP",2,"Human"
35,"Not Disclosed","Prolific",3,"Human12_EP",4.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human13_EP",2,"Human"
35,"Not Disclosed","Prolific",3,"Human14_EP",4.33333333333333,"Human"
35,"Not Disclosed","Prolific",3,"Human15_EP",3.33333333333333,"Human"
36,"Disclosed","Prolific",4.875,"AI1_EP",3.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI2_EP",5,"AI"
36,"Disclosed","Prolific",4.875,"AI3_EP",4.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI4_EP",5,"AI"
36,"Disclosed","Prolific",4.875,"AI5_EP",4.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI6_EP",4.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI7_EP",4.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI8_EP",3.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI9_EP",5,"AI"
36,"Disclosed","Prolific",4.875,"AI10_EP",3.33333333333333,"AI"
36,"Disclosed","Prolific",4.875,"AI11_EP",4.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI12_EP",1.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI13_EP",3.66666666666667,"AI"
36,"Disclosed","Prolific",4.875,"AI14_EP",4,"AI"
36,"Disclosed","Prolific",4.875,"AI15_EP",3,"AI"
36,"Disclosed","Prolific",4.875,"Human1_EP",2,"Human"
36,"Disclosed","Prolific",4.875,"Human2_EP",5,"Human"
36,"Disclosed","Prolific",4.875,"Human3_EP",3.66666666666667,"Human"
36,"Disclosed","Prolific",4.875,"Human4_EP",4.66666666666667,"Human"
36,"Disclosed","Prolific",4.875,"Human5_EP",4.33333333333333,"Human"
36,"Disclosed","Prolific",4.875,"Human6_EP",4.33333333333333,"Human"
36,"Disclosed","Prolific",4.875,"Human7_EP",4.66666666666667,"Human"
36,"Disclosed","Prolific",4.875,"Human8_EP",4.66666666666667,"Human"
36,"Disclosed","Prolific",4.875,"Human9_EP",5,"Human"
36,"Disclosed","Prolific",4.875,"Human10_EP",4.66666666666667,"Human"
36,"Disclosed","Prolific",4.875,"Human11_EP",5,"Human"
36,"Disclosed","Prolific",4.875,"Human12_EP",5,"Human"
36,"Disclosed","Prolific",4.875,"Human13_EP",4.33333333333333,"Human"
36,"Disclosed","Prolific",4.875,"Human14_EP",5,"Human"
36,"Disclosed","Prolific",4.875,"Human15_EP",4,"Human"
37,"Not Disclosed","Prolific",2.875,"AI1_EP",4.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI2_EP",4,"AI"
37,"Not Disclosed","Prolific",2.875,"AI3_EP",3,"AI"
37,"Not Disclosed","Prolific",2.875,"AI4_EP",5,"AI"
37,"Not Disclosed","Prolific",2.875,"AI5_EP",4.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI6_EP",4.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI7_EP",5,"AI"
37,"Not Disclosed","Prolific",2.875,"AI8_EP",5,"AI"
37,"Not Disclosed","Prolific",2.875,"AI9_EP",5,"AI"
37,"Not Disclosed","Prolific",2.875,"AI10_EP",4.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI11_EP",5,"AI"
37,"Not Disclosed","Prolific",2.875,"AI12_EP",2.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI13_EP",4,"AI"
37,"Not Disclosed","Prolific",2.875,"AI14_EP",4.66666666666667,"AI"
37,"Not Disclosed","Prolific",2.875,"AI15_EP",4.33333333333333,"AI"
37,"Not Disclosed","Prolific",2.875,"Human1_EP",4,"Human"
37,"Not Disclosed","Prolific",2.875,"Human2_EP",4.66666666666667,"Human"
37,"Not Disclosed","Prolific",2.875,"Human3_EP",2.33333333333333,"Human"
37,"Not Disclosed","Prolific",2.875,"Human4_EP",5,"Human"
37,"Not Disclosed","Prolific",2.875,"Human5_EP",4.66666666666667,"Human"
37,"Not Disclosed","Prolific",2.875,"Human6_EP",4.66666666666667,"Human"
37,"Not Disclosed","Prolific",2.875,"Human7_EP",4.66666666666667,"Human"
37,"Not Disclosed","Prolific",2.875,"Human8_EP",5,"Human"
37,"Not Disclosed","Prolific",2.875,"Human9_EP",4,"Human"
37,"Not Disclosed","Prolific",2.875,"Human10_EP",5,"Human"
37,"Not Disclosed","Prolific",2.875,"Human11_EP",4.33333333333333,"Human"
37,"Not Disclosed","Prolific",2.875,"Human12_EP",4.66666666666667,"Human"
37,"Not Disclosed","Prolific",2.875,"Human13_EP",4,"Human"
37,"Not Disclosed","Prolific",2.875,"Human14_EP",5,"Human"
37,"Not Disclosed","Prolific",2.875,"Human15_EP",4.33333333333333,"Human"
38,"Disclosed","Prolific",2.875,"AI1_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI2_EP",4.33333333333333,"AI"
38,"Disclosed","Prolific",2.875,"AI3_EP",3.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI4_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI5_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI6_EP",5,"AI"
38,"Disclosed","Prolific",2.875,"AI7_EP",5,"AI"
38,"Disclosed","Prolific",2.875,"AI8_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI9_EP",5,"AI"
38,"Disclosed","Prolific",2.875,"AI10_EP",5,"AI"
38,"Disclosed","Prolific",2.875,"AI11_EP",5,"AI"
38,"Disclosed","Prolific",2.875,"AI12_EP",3.33333333333333,"AI"
38,"Disclosed","Prolific",2.875,"AI13_EP",2.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"AI14_EP",4.33333333333333,"AI"
38,"Disclosed","Prolific",2.875,"AI15_EP",4.66666666666667,"AI"
38,"Disclosed","Prolific",2.875,"Human1_EP",4,"Human"
38,"Disclosed","Prolific",2.875,"Human2_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human3_EP",4,"Human"
38,"Disclosed","Prolific",2.875,"Human4_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific",2.875,"Human5_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific",2.875,"Human6_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human7_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human8_EP",4.33333333333333,"Human"
38,"Disclosed","Prolific",2.875,"Human9_EP",2.66666666666667,"Human"
38,"Disclosed","Prolific",2.875,"Human10_EP",4.66666666666667,"Human"
38,"Disclosed","Prolific",2.875,"Human11_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human12_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human13_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human14_EP",5,"Human"
38,"Disclosed","Prolific",2.875,"Human15_EP",4.33333333333333,"Human"
39,"Not Disclosed","Prolific",2.625,"AI1_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI2_EP",4.33333333333333,"AI"
39,"Not Disclosed","Prolific",2.625,"AI3_EP",4.33333333333333,"AI"
39,"Not Disclosed","Prolific",2.625,"AI4_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI5_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI6_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI7_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI8_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI9_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI10_EP",2.66666666666667,"AI"
39,"Not Disclosed","Prolific",2.625,"AI11_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI12_EP",3.33333333333333,"AI"
39,"Not Disclosed","Prolific",2.625,"AI13_EP",4,"AI"
39,"Not Disclosed","Prolific",2.625,"AI14_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"AI15_EP",5,"AI"
39,"Not Disclosed","Prolific",2.625,"Human1_EP",3,"Human"
39,"Not Disclosed","Prolific",2.625,"Human2_EP",2.66666666666667,"Human"
39,"Not Disclosed","Prolific",2.625,"Human3_EP",2.66666666666667,"Human"
39,"Not Disclosed","Prolific",2.625,"Human4_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human5_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human6_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human7_EP",2,"Human"
39,"Not Disclosed","Prolific",2.625,"Human8_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human9_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human10_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human11_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human12_EP",5,"Human"
39,"Not Disclosed","Prolific",2.625,"Human13_EP",4.33333333333333,"Human"
39,"Not Disclosed","Prolific",2.625,"Human14_EP",2,"Human"
39,"Not Disclosed","Prolific",2.625,"Human15_EP",3.66666666666667,"Human"
40,"Disclosed","Prolific",3.5,"AI1_EP",3.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI2_EP",2.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI3_EP",2.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI4_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI5_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI6_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI7_EP",5,"AI"
40,"Disclosed","Prolific",3.5,"AI8_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI9_EP",4.33333333333333,"AI"
40,"Disclosed","Prolific",3.5,"AI10_EP",3.33333333333333,"AI"
40,"Disclosed","Prolific",3.5,"AI11_EP",4.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI12_EP",1.66666666666667,"AI"
40,"Disclosed","Prolific",3.5,"AI13_EP",3.66666666666667,"AI"
