"Status","Progress","Duration (in seconds)","Finished","state of residence","C_Message Rank","C_Message1","C_Message2","C_Message3","C_Message4","C_Message5","C_Dis_AI1","C_Dis_AI2","C_Dis_AI3","C_Dis_AI4","C_Dis_AI5","C_Dis_AI6","C_Dis_AI7","C_Dis_AI8","C_Dis_AI9","C_Dis_AI10","C_Dis_AI11","C_Dis_AI12","C_Dis_AI13","C_Dis_AI14","C_Dis_AI15","C_Attention_Check1","C_Dis_Hum1","C_Dis_Hum2","C_Dis_Hum3","C_Dis_Hum4","C_Dis_Hum5","C_Dis_Hum6","C_Dis_Hum7","C_Dis_Hum8","C_Dis_Hum9","C_Dis_Hum10","C_Dis_Hum11","C_Dis_Hum12","C_Dis_Hum13","C_Dis_Hum14","C_Dis_Hum15","C_Con_AI1","C_Con_AI2","C_Con_AI3","C_Con_AI4","C_Con_AI5","C_Con_AI6","C_Con_AI7","C_Con_AI8","C_Con_AI9","C_Con_AI10","C_Con_AI11","C_Con_AI12","C_Con_AI13","C_Con_AI14","C_Con_AI15","C_Con_Hum1","C_Con_Hum2","C_Con_Hum3","C_Con_Hum4","C_Con_Hum5","C_Con_Hum6","C_Con_Hum7","C_Con_Hum8","C_Con_Hum9","C_Con_Hum10","C_Con_Hum11","C_Con_Hum12","C_Con_Hum13","C_Con_Hum14","C_Con_Hum15","C_Unp_AI1","C_Unp_AI2","C_Unp_AI3","C_Unp_AI4","C_Unp_AI5","C_Unp_AI6","C_Unp_AI7","C_Unp_AI8","C_Unp_AI9","C_Unp_AI10","C_Unp_AI11","C_Unp_AI12","C_Unp_AI13","C_Unp_AI14","C_Unp_AI15","C_Unp_Hum1","C_Unp_Hum2","C_Unp_Hum3","C_Unp_Hum4","C_Unp_Hum5","C_Unp_Hum6","C_Unp_Hum7","C_Unp_Hum8","C_Unp_Hum9","C_Unp_Hum10","C_Unp_Hum11","C_Unp_Hum12","C_Unp_Hum13","C_Unp_Hum14","C_Unp_Hum15","T_Message Ranking","T_Message1","T_Message2","T_Message3","T_Message4","T_Message5","T_Dis_AI1_1","T_Dis_AI2_1","T_Dis_AI3_1","T_Dis_AI4_1","T_Dis_AI5_1","T_Dis_AI6_1","T_Dis_AI7_1","T_Dis_AI8_1","T_Dis_AI9_1","T_Dis_AI10_1","T_Dis_AI11_1","T_Dis_AI12_1","T_Dis_AI13_1","T_Dis_AI14_1","T_Dis_AI15_1","T_Attention_Check1","T_Dis_Hum1_1","T_Dis_Hum2_1","T_Dis_Hum3_1","T_Dis_Hum4_1","T_Dis_Hum5_1","T_Dis_Hum6_1","T_Dis_Hum7_1","T_Dis_Hum8_1","T_Dis_Hum9_1","T_Dis_Hum10_1","T_Dis_Hum11_1","T_Dis_Hum12_1","T_Dis_Hum13_1","T_Dis_Hum14_1","T_Dis_Hum15_1","T_Con_AI1_1","T_Con_AI2_1","T_Con_AI3_1","T_Con_AI4_1","T_Con_AI5_1","T_Con_AI6_1","T_Con_AI7_1","T_Con_AI8_1","T_Con_AI9_1","T_Con_AI10_1","T_Con_AI11_1","T_Con_AI12_1","T_Con_AI13_1","T_Con_AI14_1","T_Con_AI15_1","T_Con_Hum1_1","T_Con_Hum2_1","T_Con_Hum3_1","T_Con_Hum4_1","T_Con_Hum5_1","T_Con_Hum6_1","T_Con_Hum7_1","T_Con_Hum8_1","T_Con_Hum9_1","T_Con_Hum10_1","T_Con_Hum11_1","T_Con_Hum12_1","T_Con_Hum13_1","T_Con_Hum14_1","T_Con_Hum15_1","T_Unp_AI1_1","T_Unp_AI2_1","T_Unp_AI3_1","T_Unp_AI4_1","T_Unp_AI5_1","T_Unp_AI6_1","T_Unp_AI7_1","T_Unp_AI8_1","T_Unp_AI9_1","T_Unp_AI10_1","T_Unp_AI11_1","T_Unp_AI12_1","T_Unp_AI13_1","T_Unp_AI14_1","T_Unp_AI15_1","T_Unp_Hum1_1","T_Unp_Hum2_1","T_Unp_Hum3_1","T_Unp_Hum4_1","T_Unp_Hum5_1","T_Unp_Hum6_1","T_Unp_Hum7_1","T_Unp_Hum8_1","T_Unp_Hum9_1","T_Unp_Hum10_1","T_Unp_Hum11_1","T_Unp_Hum12_1","T_Unp_Hum13_1","T_Unp_Hum14_1","T_Unp_Hum15_1","Per_AI1_1","Per_AI2_1","Per_AI3_1","Per_AI4_1","Per_AI5_1","Per_AI6_1","Per_AI7_1","Per_AI8_1","Per_AI9_1","Per_AI10_1","Per_AI11_1","Per_AI12_1","Mani_check_1","Per_AI13_1","Per_AI14_1","Per_AI15_1","Per_AI16_1","Per_AI17_1","Per_AI18_1","Per_AI19_1","Per_AI20_1","Experimental_Group","Age","Sex"
"0","100","2193","1","22","6,13,20,22,31","6","13","20","22","31","2","4","2","3","2","3","4","3","4","3","2","2","2","2","3","2","4","2","4","3","3","4","2","4","2","4","3","4","3","4","3","4","2","2","5","4","4","4","4","4","4","3","1","2","2","3","4","1","3","3","4","3","2","4","3","4","4","5","2","4","3","3","3","2","4","3","2","3","3","4","3","4","1","2","2","2","4","2","4","4","4","4","3","4","4","5","4","4","3","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","4","1","1","3","1","4","1","4","1","2","5","2","2","4","1","1","1","4","2","0","34","Male"
"0","100","1228","1","22","6,11,15,35,30","6","11","15","35","30","2","2","2","4","2","4","4","4","4","4","4","1","4","4","2","2","2","4","2","4","4","2","4","4","2","4","4","4","2","3","2","4","2","2","4","2","4","4","3","4","2","4","2","2","2","2","2","2","2","4","2","2","4","4","2","4","4","4","2","4","2","2","2","1","4","2","3","4","2","4","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","3","4","4","1","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","4","4","4","2","4","3","3","2","3","4","4","5","4","5","1","4","4","4","2","4","0","55","Male"
"0","100","620","1","22","5,6,7,13,31","5","6","7","13","31","5","5","5","5","5","5","5","5","5","5","5","2","5","5","4","2","5","5","2","5","5","5","4","5","2","5","5","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","4","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","2","2","4","2","2","1","2","2","4","4","5","1","4","1","4","4","4","1","1","0","59","Female"
"0","100","531","1","22","7,13,24,28,29","7","13","24","28","29","5","4","5","4","4","4","5","4","4","5","4","4","4","5","5","2","2","4","3","4","4","4","5","5","5","5","5","5","5","4","3","5","4","5","4","4","5","5","5","5","4","4","4","4","4","5","5","4","4","5","5","4","3","5","5","5","4","4","5","4","5","4","5","5","5","5","4","4","5","4","5","5","5","5","4","5","5","5","5","5","5","4","4","4","5","5","5","5","5","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","4","4","5","3","5","3","5","4","4","4","5","4","5","2","4","3","5","2","3","0","40","Female"
"0","100","1207","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,6,7,9,11","4","6","7","9","11","4","4","3","5","5","5","5","3","5","4","5","4","2","3","5","2","2","4","2","5","2","5","2","2","2","4","2","5","2","4","2","4","4","5","4","4","5","4","4","5","2","5","5","5","4","4","2","4","2","4","4","4","2","2","4","4","3","4","3","2","2","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","3","5","2","5","5","5","3","4","5","5","4","5","4","4","2","1","3","4","4","4","4","1","4","4","5","4","2","5","1","4","5","2","2","2","4","4","1","63","Female"
"0","100","698","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5,11,14,29,23","5","11","14","29","23","3","5","3","3","4","5","5","5","4","5","5","5","4","4","4","2","3","3","3","5","3","4","3","3","4","4","3","3","5","3","3","3","4","4","3","4","5","5","5","5","4","5","5","5","4","4","3","3","3","5","4","5","3","3","3","3","4","3","5","3","3","3","5","3","3","5","5","5","5","4","4","5","5","5","4","5","3","3","2","5","3","5","3","5","3","4","3","3","5","3","3","3","5","4","3","4","4","5","2","4","4","4","4","5","3","4","3","3","4","4","2","3","1","42","Male"
"0","100","743","1","22","5,6,11,13,25","5","6","11","13","25","4","4","4","3","4","4","4","3","3","4","4","4","3","3","4","2","4","3","4","4","4","4","2","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","2","4","4","3","4","4","2","3","3","3","2","4","2","3","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","2","3","4","4","4","4","3","4","2","4","3","4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","3","4","4","4","2","2","2","4","4","5","2","3","2","2","4","2","2","3","0","25","Female"
"0","100","700","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,15,18,24,25","9","15","18","24","25","4","4","4","4","5","5","3","3","4","5","4","1","4","4","4","2","2","2","2","5","4","4","3","3","3","4","3","4","4","4","4","5","2","1","4","5","4","4","3","5","3","5","2","4","2","3","2","2","1","4","4","2","3","4","3","2","4","4","4","2","3","4","3","2","3","3","4","4","2","4","2","5","1","2","4","2","2","2","2","4","4","3","2","3","4","4","3","5","2","4","3","4","5","3","4","4","3","3","1","2","3","4","4","5","4","4","2","5","4","3","4","3","1","27","Female"
"0","100","695","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35,24,25,28,29","35","24","25","28","29","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","3","1","1","4","4","3","2","3","5","4","4","4","3","3","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","5","4","4","5","4","1","3","3","3","1","5","1","3","1","3","3","1","5","1","3","1","1","3","1","1","3","1","39","Male"
"0","100","575","1","22","6,9,11,19,26","6","9","11","19","26","5","5","4","5","5","5","5","5","5","5","5","3","5","5","5","2","3","3","5","5","4","4","5","4","4","4","5","5","4","5","4","5","5","4","4","5","5","4","5","4","5","5","5","5","4","5","3","4","5","5","5","4","5","5","4","5","5","5","3","5","4","4","3","3","5","5","5","5","5","4","4","5","2","5","4","2","2","3","1","5","3","4","5","5","4","5","4","5","3","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","4","3","4","5","3","4","2","4","4","4","5","5","4","5","1","3","4","5","1","3","0","57","Female"
"0","99","1163","0","22","1,14,24,30,31","1","14","24","30","31","5","5","4","5","5","4","4","4","5","4","4","4","5","4","5","2","5","4","4","4","4","4","5","5","4","4","5","4","4","4","4","5","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","5","4","4","4","4","5","4","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","4","5","5","4","4","4","4","5","5","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","5","3","4","5","2","4","1","1","1","5","3","5","4","5","1","5","4","3","1","3","0","CONSENT_REVOKED","NA"
"0","100","1881","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,11,15,24,31","9","11","15","24","31","5","4","2","5","5","5","5","5","5","5","5","2","2","4","4","2","4","5","2","5","5","5","5","5","5","5","5","5","4","5","4","5","3","5","5","5","5","5","5","5","4","5","2","4","4","3","4","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","4","3","5","5","5","5","5","5","5","5","4","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","2","5","5","2","3","4","4","5","3","4","3","4","3","4","4","5","4","4","2","5","3","4","3","4","1","47","Female"
"0","100","1997","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15,16,17,19,25","15","16","17","19","25","4","2","4","3","4","4","2","2","3","2","4","5","4","3","3","2","2","4","1","2","4","4","1","3","2","2","2","2","2","1","1","4","2","4","4","3","3","4","2","2","2","5","5","4","3","4","3","4","1","4","3","4","1","2","3","4","2","3","2","2","2","3","4","4","4","4","4","4","2","3","2","4","5","2","2","3","3","4","2","2","4","5","1","3","3","2","2","2","4","2","2","2","4","2","4","5","2","4","2","3","2","4","4","5","4","5","1","4","4","3","2","4","1","NA","Male"
"0","100","2253","1","22","18,35,29,30,23","18","35","29","30","23","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","2","4","5","5","5","4","4","5","5","5","5","5","5","4","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","5","5","5","5","4","4","5","4","5","5","1","5","5","5","5","5","5","5","5","5","4","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","3","3","5","3","2","2","1","2","3","2","5","3","3","4","3","4","3","2","3","0","71","Female"
"0","87","374","0","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","CONSENT_REVOKED","NA"
"0","100","792","1","22","1,11,13,35,23","1","11","13","35","23","4","4","2","3","4","3","4","4","4","3","4","3","2","4","4","2","3","3","2","4","3","4","2","4","4","4","4","3","3","4","3","5","5","5","4","5","5","5","5","5","4","4","4","5","4","5","4","4","3","5","5","5","4","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","4","3","4","3","3","4","3","4","3","3","5","3","4","3","3","4","2","3","5","0","60","Female"
"0","100","795","1","22","7,9,13,18,23","7","9","13","18","23","5","5","5","5","5","5","5","5","5","5","5","3","4","5","5","2","3","3","3","5","4","5","5","3","4","5","5","5","5","5","4","5","4","5","5","5","5","5","5","5","4","5","2","4","4","4","4","4","3","5","4","5","5","5","4","5","4","5","3","5","4","5","5","5","5","5","5","5","4","5","5","5","3","4","5","4","3","4","3","4","4","5","5","5","4","5","5","5","4","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","4","5","4","4","2","3","3","4","4","5","2","4","3","3","4","3","4","3","0","32","Female"
"0","100","992","1","22","13,15,16,29,23","13","15","16","29","23","4","3","2","3","3","4","4","3","4","3","5","4","3","3","2","2","2","3","3","4","2","3","2","3","3","3","2","3","4","5","3","2","2","2","5","3","3","5","3","4","4","4","2","2","3","2","2","2","2","5","3","2","2","4","2","4","4","4","4","5","2","2","3","2","4","2","3","4","3","4","4","4","2","2","3","2","2","2","2","4","3","2","2","3","2","4","4","3","2","5","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","4","3","3","4","3","2","3","3","4","4","5","3","4","4","3","3","3","3","2","0","69","Female"
"0","100","1350","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,17,19,28,36","4","17","19","28","36","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","2","4","5","5","5","5","5","4","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","4","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","5","5","4","4","5","5","5","5","4","5","5","4","5","5","2","5","3","2","3","3","3","3","3","1","4","3","3","3","3","5","2","3","3","3","3","2","3","3","1","62","Male"
"0","100","990","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13,17,35,24,29","13","17","35","24","29","4","5","4","4","5","4","5","4","5","5","5","5","4","4","5","5","4","4","5","5","5","5","5","4","4","4","4","4","5","4","4","5","5","5","5","5","4","5","4","5","4","4","5","4","4","4","5","4","4","4","4","4","5","5","4","4","4","4","4","4","4","5","5","4","4","4","4","4","5","5","4","4","4","4","4","5","5","5","4","4","5","5","5","4","5","5","4","5","4","4","5","3","5","5","4","5","2","5","1","1","1","5","4","5","4","5","3","3","5","5","1","3","1","25","Male"
