"Status","Progress","Duration (in seconds)","Finished","state of residence","C_Message Rank","C_Message1","C_Message2","C_Message3","C_Message4","C_Message5","C_Dis_AI1","C_Dis_AI2","C_Dis_AI3","C_Dis_AI4","C_Dis_AI5","C_Dis_AI6","C_Dis_AI7","C_Dis_AI8","C_Dis_AI9","C_Dis_AI10","C_Dis_AI11","C_Dis_AI12","C_Dis_AI13","C_Dis_AI14","C_Dis_AI15","C_Attention_Check1","C_Dis_Hum1","C_Dis_Hum2","C_Dis_Hum3","C_Dis_Hum4","C_Dis_Hum5","C_Dis_Hum6","C_Dis_Hum7","C_Dis_Hum8","C_Dis_Hum9","C_Dis_Hum10","C_Dis_Hum11","C_Dis_Hum12","C_Dis_Hum13","C_Dis_Hum14","C_Dis_Hum15","C_Con_AI1","C_Con_AI2","C_Con_AI3","C_Con_AI4","C_Con_AI5","C_Con_AI6","C_Con_AI7","C_Con_AI8","C_Con_AI9","C_Con_AI10","C_Con_AI11","C_Con_AI12","C_Con_AI13","C_Con_AI14","C_Con_AI15","C_Con_Hum1","C_Con_Hum2","C_Con_Hum3","C_Con_Hum4","C_Con_Hum5","C_Con_Hum6","C_Con_Hum7","C_Con_Hum8","C_Con_Hum9","C_Con_Hum10","C_Con_Hum11","C_Con_Hum12","C_Con_Hum13","C_Con_Hum14","C_Con_Hum15","C_Unp_AI1","C_Unp_AI2","C_Unp_AI3","C_Unp_AI4","C_Unp_AI5","C_Unp_AI6","C_Unp_AI7","C_Unp_AI8","C_Unp_AI9","C_Unp_AI10","C_Unp_AI11","C_Unp_AI12","C_Unp_AI13","C_Unp_AI14","C_Unp_AI15","C_Unp_Hum1","C_Unp_Hum2","C_Unp_Hum3","C_Unp_Hum4","C_Unp_Hum5","C_Unp_Hum6","C_Unp_Hum7","C_Unp_Hum8","C_Unp_Hum9","C_Unp_Hum10","C_Unp_Hum11","C_Unp_Hum12","C_Unp_Hum13","C_Unp_Hum14","C_Unp_Hum15","T_Message Ranking","T_Message1","T_Message2","T_Message3","T_Message4","T_Message5","T_Dis_AI1_1","T_Dis_AI2_1","T_Dis_AI3_1","T_Dis_AI4_1","T_Dis_AI5_1","T_Dis_AI6_1","T_Dis_AI7_1","T_Dis_AI8_1","T_Dis_AI9_1","T_Dis_AI10_1","T_Dis_AI11_1","T_Dis_AI12_1","T_Dis_AI13_1","T_Dis_AI14_1","T_Dis_AI15_1","T_Attention_Check1","T_Dis_Hum1_1","T_Dis_Hum2_1","T_Dis_Hum3_1","T_Dis_Hum4_1","T_Dis_Hum5_1","T_Dis_Hum6_1","T_Dis_Hum7_1","T_Dis_Hum8_1","T_Dis_Hum9_1","T_Dis_Hum10_1","T_Dis_Hum11_1","T_Dis_Hum12_1","T_Dis_Hum13_1","T_Dis_Hum14_1","T_Dis_Hum15_1","T_Con_AI1_1","T_Con_AI2_1","T_Con_AI3_1","T_Con_AI4_1","T_Con_AI5_1","T_Con_AI6_1","T_Con_AI7_1","T_Con_AI8_1","T_Con_AI9_1","T_Con_AI10_1","T_Con_AI11_1","T_Con_AI12_1","T_Con_AI13_1","T_Con_AI14_1","T_Con_AI15_1","T_Con_Hum1_1","T_Con_Hum2_1","T_Con_Hum3_1","T_Con_Hum4_1","T_Con_Hum5_1","T_Con_Hum6_1","T_Con_Hum7_1","T_Con_Hum8_1","T_Con_Hum9_1","T_Con_Hum10_1","T_Con_Hum11_1","T_Con_Hum12_1","T_Con_Hum13_1","T_Con_Hum14_1","T_Con_Hum15_1","T_Unp_AI1_1","T_Unp_AI2_1","T_Unp_AI3_1","T_Unp_AI4_1","T_Unp_AI5_1","T_Unp_AI6_1","T_Unp_AI7_1","T_Unp_AI8_1","T_Unp_AI9_1","T_Unp_AI10_1","T_Unp_AI11_1","T_Unp_AI12_1","T_Unp_AI13_1","T_Unp_AI14_1","T_Unp_AI15_1","T_Unp_Hum1_1","T_Unp_Hum2_1","T_Unp_Hum3_1","T_Unp_Hum4_1","T_Unp_Hum5_1","T_Unp_Hum6_1","T_Unp_Hum7_1","T_Unp_Hum8_1","T_Unp_Hum9_1","T_Unp_Hum10_1","T_Unp_Hum11_1","T_Unp_Hum12_1","T_Unp_Hum13_1","T_Unp_Hum14_1","T_Unp_Hum15_1","Per_AI1_1","Per_AI2_1","Per_AI3_1","Per_AI4_1","Per_AI5_1","Per_AI6_1","Per_AI7_1","Per_AI8_1","Per_AI9_1","Per_AI10_1","Per_AI11_1","Per_AI12_1","Mani_check_1","Per_AI13_1","Per_AI14_1","Per_AI15_1","Per_AI16_1","Per_AI17_1","Per_AI18_1","Per_AI19_1","Per_AI20_1","Experimental_Group","Age","Sex"
"0","100","1829","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7,35,25,29,31","7","35","25","29","31","2","2","2","4","4","4","5","4","4","1","4","1","2","2","5","2","2","2","2","5","2","4","2","2","2","5","5","5","2","1","2","4","2","2","5","5","5","5","5","4","4","5","2","4","4","5","2","2","2","5","4","2","2","4","4","5","5","4","2","1","2","5","4","4","5","5","5","5","5","5","5","5","2","5","5","5","2","3","2","5","5","4","4","5","4","5","5","5","4","5","5","2","2","2","3","1","5","1","3","4","4","4","1","5","2","4","4","2","2","2","4","2","1","57","Male"
"0","100","886","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,13,19,35,25","6","13","19","35","25","5","2","5","5","5","5","5","4","5","2","5","1","2","2","5","2","1","2","1","5","4","5","1","3","5","5","4","5","1","1","2","4","4","5","4","5","5","5","5","5","3","5","1","4","5","4","4","2","1","5","5","5","1","1","5","4","4","4","2","1","2","5","5","5","5","5","5","5","5","5","5","5","2","4","4","5","1","2","1","5","5","5","1","3","4","5","5","5","2","4","4","2","4","3","1","5","4","4","1","1","1","4","4","5","2","5","1","3","4","3","3","4","1","57","Female"
"0","100","1000","1","22","9,11,19,30,31","9","11","19","30","31","4","2","2","5","5","5","5","4","4","2","5","2","2","2","4","2","3","4","2","5","4","4","2","4","2","4","5","5","2","3","1","5","4","3","5","5","5","5","5","5","4","5","2","2","5","4","5","5","1","5","4","4","4","5","4","5","5","5","2","4","3","5","4","4","5","5","5","5","4","5","5","5","2","2","4","4","2","4","2","5","5","5","4","5","5","5","5","5","4","3","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","3","3","4","4","2","2","3","4","4","4","5","4","4","5","3","4","2","4","3","0","49","Female"
"0","100","1313","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4,9,18,21,31","4","9","18","21","31","5","5","5","5","5","5","5","4","5","5","5","5","5","5","4","2","4","5","4","5","5","5","5","4","4","4","4","5","5","4","4","5","5","4","5","4","5","5","5","5","5","5","4","5","5","4","4","4","4","5","4","5","5","5","5","4","4","5","4","5","4","5","4","4","5","5","5","5","5","5","5","5","4","5","4","5","4","5","5","5","4","5","5","4","4","4","4","5","4","5","4","5","5","4","5","4","5","5","4","4","4","5","5","5","4","4","5","4","5","4","5","4","1","25","Female"
"0","100","844","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,13,24,29,23","9","13","24","29","23","4","4","4","4","4","4","4","4","5","4","4","4","4","4","4","2","4","4","4","5","4","4","4","4","4","5","4","4","4","4","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","5","5","5","5","5","4","5","5","5","5","5","5","4","4","3","4","4","2","4","2","2","2","4","4","5","4","4","2","3","4","4","2","4","1","40","Male"
"0","100","1318","1","22","9,13,22,35,24","9","13","22","35","24","5","4","2","5","5","5","5","5","5","3","5","1","3","4","4","2","2","4","4","5","4","4","2","4","2","5","5","5","2","4","1","4","4","4","5","4","5","5","4","5","3","5","2","4","4","5","2","4","2","5","5","5","2","4","4","5","4","5","2","4","2","5","3","2","5","5","5","5","4","5","3","5","1","4","4","4","2","4","4","5","4","5","2","4","4","5","4","5","2","4","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","4","3","3","4","4","2","2","4","2","4","4","5","3","4","4","4","2","2","3","4","0","55","Female"
"0","100","1361","1","22","4,11,25,29,23","4","11","25","29","23","3","3","5","5","5","4","5","5","5","5","3","3","4","3","5","2","5","4","2","4","4","5","2","3","5","4","2","5","3","4","3","4","5","5","5","5","5","5","4","5","3","5","4","5","5","4","4","3","3","5","4","4","3","3","4","5","2","5","3","5","4","4","5","4","5","4","4","4","4","4","5","5","4","5","4","5","3","5","2","4","4","4","2","4","4","5","3","5","3","5","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","3","3","1","2","4","1","4","4","4","2","1","5","1","2","4","2","2","1","3","3","0","69","Female"
"0","100","592","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9,11,14,17,29","9","11","14","17","29","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","2","4","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","4","4","5","5","5","5","5","5","5","5","5","5","4","5","5","2","4","2","3","5","3","4","3","4","4","5","5","5","4","4","3","4","4","3","2","3","1","24","Female"
"0","100","1111","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11,35,29,30,23","11","35","29","30","23","5","5","3","5","5","5","5","5","5","5","5","2","4","5","5","2","2","4","4","5","4","4","5","5","3","5","5","5","2","5","2","5","3","3","5","5","5","5","5","5","4","4","3","3","3","4","3","4","2","5","4","5","5","5","4","5","4","5","4","5","2","5","2","4","5","5","5","5","5","5","5","5","2","2","5","5","3","4","4","5","4","5","5","5","3","5","5","5","2","5","4","4","3","2","4","4","2","4","1","1","1","5","4","5","2","5","1","4","3","2","3","2","1","38","Female"
"0","100","1661","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,9,24,31,23","6","9","24","31","23","2","5","4","5","2","5","4","2","5","2","5","1","1","1","2","2","2","5","4","3","1","4","3","3","4","4","4","5","1","5","4","2","2","2","5","5","2","5","2","5","4","5","2","3","2","4","4","4","2","5","4","4","3","4","4","4","4","5","2","5","4","2","1","2","5","2","2","5","2","4","1","5","1","1","2","2","2","2","1","4","4","4","3","2","2","2","4","5","1","5","2","1","2","3","3","3","2","2","5","1","5","4","1","5","1","4","5","4","2","1","1","4","1","64","Female"
"0","100","1048","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,6,15,35,25","1","6","15","35","25","4","5","5","5","5","5","5","5","5","5","5","3","4","3","5","2","3","4","3","5","5","5","3","5","4","5","4","5","5","3","5","4","4","5","5","5","5","5","5","5","5","5","2","5","4","4","4","4","2","5","5","5","4","4","3","5","4","5","2","4","4","5","5","5","5","5","5","5","5","5","5","5","2","5","5","5","5","5","4","5","5","5","4","5","5","4","4","5","5","5","5","2","2","4","3","5","4","4","3","4","4","4","4","5","2","4","3","4","3","2","4","4","1","43","Female"
"0","100","1367","1","22","15,17,35,29,30","15","17","35","29","30","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","2","5","5","5","5","5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","5","4","5","5","5","3","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","4","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","4","4","2","4","4","2","3","1","2","2","4","5","1","4","5","2","2","1","2","2","0","31","Male"
"0","100","1178","1","22","6,9,13,15,31","6","9","13","15","31","5","5","4","5","5","5","5","5","5","5","5","4","5","5","5","2","4","4","1","5","5","5","1","5","4","5","5","5","1","5","1","5","4","4","5","5","5","5","5","5","5","5","5","2","5","4","5","4","1","5","5","5","1","5","5","5","5","5","2","5","1","5","5","5","5","5","5","5","5","5","5","5","4","5","5","5","5","4","2","5","5","5","1","5","5","5","5","5","2","5","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","5","4","5","5","4","3","2","4","5","4","5","2","5","2","2","3","3","1","5","0","38","Male"
"0","100","1134","1","22","4,11,15,16,35","4","11","15","16","35","3","4","1","4","5","5","4","4","4","4","4","2","2","2","4","2","1","2","2","4","1","3","1","1","4","4","4","4","1","3","1","4","5","2","5","2","5","5","4","5","4","4","2","4","3","3","4","3","1","4","4","4","4","4","4","4","5","4","5","2","3","2","4","1","4","4","4","4","3","4","4","4","1","3","2","2","1","1","1","4","2","2","1","4","1","5","4","4","2","4","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","4","1","3","4","4","4","1","1","1","3","4","5","4","5","1","2","4","3","2","3","0","42","Female"
"0","100","94","1","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONSENT_REVOKED","NA"
"0","100","1668","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,9,18,19,35","6","9","18","19","35","3","4","3","5","4","4","4","3","4","3","4","3","4","4","4","2","3","2","3","4","2","4","2","3","2","4","4","5","2","3","1","2","2","2","4","3","4","4","3","4","3","4","2","2","2","2","2","3","2","4","2","4","2","2","2","4","4","4","1","2","1","4","4","4","5","4","4","5","4","4","4","4","2","4","4","4","4","3","3","5","3","4","4","3","4","5","5","5","4","4","3","1","3","4","3","3","4","1","3","4","4","4","2","5","1","4","4","3","2","1","4","5","1","35","Female"
"0","100","913","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,5,19,25,29","1","5","19","25","29","3","2","3","3","2","3","3","4","3","3","3","2","3","3","4","2","4","4","4","3","4","3","2","4","3","2","4","3","2","3","2","4","3","2","3","3","3","3","2","3","2","2","4","2","2","4","3","3","4","3","3","3","3","3","3","4","4","3","3","3","3","3","2","3","3","3","2","2","3","2","3","3","2","2","3","4","3","3","4","3","3","3","4","3","3","3","3","2","2","2","3","3","2","3","4","3","4","3","3","3","3","2","3","5","3","3","3","4","3","3","4","4","1","32","Male"
"0","100","796","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6,7,11,13,29","6","7","11","13","29","4","4","3","4","4","4","4","4","4","4","4","2","3","3","4","2","4","4","3","4","3","4","4","4","4","4","4","3","4","4","4","4","3","3","3","3","4","4","4","4","4","4","2","3","3","3","3","4","4","4","3","4","4","4","4","4","3","3","3","4","3","4","4","4","4","4","4","4","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","3","3","3","4","4","3","3","2","3","3","3","4","5","3","4","2","3","3","3","4","3","1","23","Female"
"0","100","1225","1","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22,24,25,26,31","22","24","25","26","31","5","5","4","4","5","5","3","4","3","5","5","5","5","4","5","2","2","5","5","5","5","3","3","4","4","5","3","4","4","5","3","3","5","4","3","4","3","4","3","4","4","4","4","4","4","3","3","3","4","4","4","4","4","5","4","5","4","3","4","3","4","3","5","5","4","4","4","4","5","5","4","4","4","4","4","4","4","4","5","5","5","5","4","5","5","4","4","4","5","4","5","2","3","3","3","4","4","3","3","2","3","4","4","5","1","5","3","2","4","3","4","4","1","38","Female"
"0","100","869","1","22","9,19,22,28,29","9","19","22","28","29","4","4","4","3","4","5","5","5","5","3","4","2","4","3","3","2","2","4","5","4","5","4","5","4","5","5","4","4","3","5","5","5","2","5","4","4","5","5","4","5","3","3","2","3","2","4","3","2","1","5","5","4","5","5","5","5","4","4","4","5","4","4","5","4","4","5","5","5","5","5","2","5","2","4","4","4","1","4","3","5","5","5","4","4","5","5","5","4","4","5","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","3","3","3","5","2","1","5","3","3","4","2","5","2","4","5","3","3","1","1","4","0","33","Female"
